Ano,Cor,Nº Questão,Gabarito,Sigla da Área,Área,Língua,Habilidade,Item Abandonado,Motivo Abandono,Item Adaptado,Parâmetro A,Parâmetro B,Parâmetro C,Itens,Provas,Versão Digital
2015,Azul,126,E,LC,Linguagens e Códigos,,15,0,,0,2.66055,2.22875,0.26741,33156,241,
2015,Azul,127,A,LC,Linguagens e Códigos,,17,0,,0,2.85621,0.81471,0.15545,78274,241,
2015,Azul,127,E,LC,Linguagens e Códigos,,,0,,0,1823.0,0.41,168.0,6851,281,
2015,Azul,128,B,LC,Linguagens e Códigos,,1,0,,0,0.99607,1.41239,0.30355,39100,241,
2015,Azul,128,B,LC,Linguagens e Códigos,,,0,,0,3.03387,0.49634,0.19915,31874,281,
2015,Azul,129,C,LC,Linguagens e Códigos,,,0,,0,2.78959,-0.34031,0.20297,22926,281,
2015,Azul,129,D,LC,Linguagens e Códigos,,15,0,,0,1.16229,0.87472,0.0749,82324,241,
2015,Azul,130,C,LC,Linguagens e Códigos,,17,0,,0,3.11375,0.54638,0.18363,78238,241,
2015,Azul,130,D,LC,Linguagens e Códigos,,,0,,0,2.53193,-0.07529,0.10455,31225,281,
2015,Azul,131,B,LC,Linguagens e Códigos,,,0,,0,2.49925,1.80908,0.25385,23825,281,
2015,Azul,131,E,LC,Linguagens e Códigos,,13,0,,0,3.22654,0.6281,0.17134,49858,241,
2015,Azul,132,A,LC,Linguagens e Códigos,,,0,,0,2.42091,-0.10932,0.20459,15031,281,
2015,Azul,132,C,LC,Linguagens e Códigos,,24,0,,0,6.00028,0.66062,0.20764,42080,241,
2015,Azul,133,C,LC,Linguagens e Códigos,,,0,,0,3.09291,0.6999,0.19055,27233,281,
2015,Azul,133,E,LC,Linguagens e Códigos,,11,0,,0,3.4355,0.3068,0.13412,29374,241,
2015,Azul,134,C,LC,Linguagens e Códigos,,18,0,,0,1.83997,1.91227,0.2463,54733,241,
2015,Azul,134,E,LC,Linguagens e Códigos,,,0,,0,1.20661,1.70454,0.24024,15187,281,
2015,Azul,135,C,LC,Linguagens e Códigos,,23,0,,0,1.58932,0.64958,0.10588,62390,241,
2015,Azul,135,C,LC,Linguagens e Códigos,,,0,,0,1.99636,0.05683,0.19208,22805,281,
2015,Azul,136,B,MT,Linguagens e Códigos,,24,0,,0,1174.0,2.83932,0.24418,32149,245,
2015,Azul,136,D,MT,Linguagens e Códigos,,,0,,0,1.78929,0.62288,0.1805,32918,285,
2015,Azul,137,A,MT,Linguagens e Códigos,,9,0,,0,1.33762,2.31697,0.20623,81583,245,
2015,Azul,137,C,MT,Linguagens e Códigos,,,0,,0,1.81336,0.5193,0.17909,37765,285,
2015,Azul,138,C,MT,Linguagens e Códigos,,,0,,0,2.55762,0.36481,0.20609,27827,285,
2015,Azul,138,D,MT,Linguagens e Códigos,,20,0,,0,1.58698,0.5657,0.15746,33017,245,
2015,Azul,139,A,MT,Linguagens e Códigos,,,0,,0,3.18627,0.2695,0.24656,25072,285,
2015,Azul,139,E,MT,Linguagens e Códigos,,1,0,,0,1.54884,0.96427,0.24491,62901,245,
2015,Azul,140,B,MT,Linguagens e Códigos,,26,0,,0,1.49174,-0.42299,0.19323,41816,245,
2015,Azul,140,B,MT,Linguagens e Códigos,,,0,,0,2.40585,2.96567,0.16438,31769,285,
2015,Azul,141,C,MT,Linguagens e Códigos,,14,0,,0,2.62877,2.01353,0.11918,39806,245,
2015,Azul,141,D,MT,Linguagens e Códigos,,,0,,0,1.36528,-0.86317,0.2001,38044,285,
2015,Azul,142,A,MT,Linguagens e Códigos,,,0,,0,2.93312,1.68348,0.21436,24254,285,
2015,Azul,142,C,MT,Linguagens e Códigos,,28,0,,0,1.06024,-0.23853,0.20527,14712,245,
2015,Azul,143,B,MT,Linguagens e Códigos,,,0,,0,2.21498,1.57441,0.32798,7830,285,
2015,Azul,143,D,MT,Linguagens e Códigos,,27,0,,0,1.62208,1.72592,0.10767,28651,245,
2015,Azul,144,A,MT,Linguagens e Códigos,,13,0,,0,1.9866,1.68438,0.2727,28578,245,
2015,Azul,144,C,MT,Linguagens e Códigos,,,0,,0,1.16938,1.33499,0.22347,26004,285,
2015,Azul,145,A,MT,Linguagens e Códigos,,,0,,0,2.00905,1.08874,0.17998,31305,285,
2015,Azul,145,C,MT,Linguagens e Códigos,,4,0,,0,1.74587,2.17499,0.30318,37274,245,
2015,Azul,146,C,MT,Linguagens e Códigos,,14,0,,0,2.89731,1.93082,0.19951,28637,245,
2015,Azul,146,C,MT,Linguagens e Códigos,,,0,,0,2.95002,2.13379,0.07389,33312,285,
2015,Azul,147,C,MT,Linguagens e Códigos,,24,0,,0,1.4522,2.82021,0.18333,82507,245,
2015,Azul,147,C,MT,Linguagens e Códigos,,,0,,0,2.86686,0.96651,0.14986,31691,285,
2015,Azul,148,A,MT,Linguagens e Códigos,,8,0,,0,2.15675,0.94349,0.1759,26277,245,
2015,Azul,148,C,MT,Linguagens e Códigos,,,0,,0,1.64209,0.80784,0.16129,24735,285,
2015,Azul,149,A,MT,Linguagens e Códigos,,,0,,0,1.14561,0.77554,0.23137,40489,285,
2015,Azul,149,C,MT,Linguagens e Códigos,,7,0,,0,1.98262,2.01086,0.12481,28646,245,
2015,Azul,150,A,MT,Linguagens e Códigos,,18,0,,0,0.32005,6.3679,0.15202,83917,245,
2015,Azul,150,D,MT,Linguagens e Códigos,,,0,,0,2.17552,2.57267,0.20434,30384,285,
2015,Azul,151,A,MT,Linguagens e Códigos,,30,0,,0,1.49081,4.5172,0.09464,79233,245,
2015,Azul,151,E,MT,Linguagens e Códigos,,,0,,0,3073.0,2.36,0.08,9431,285,
2015,Azul,152,D,MT,Linguagens e Códigos,,,0,,0,2.80308,2.17129,0.11508,16923,285,
2015,Azul,152,E,MT,Linguagens e Códigos,,19,0,,0,2.81962,1.8236,0.11266,27281,245,
2015,Azul,153,C,MT,Linguagens e Códigos,,9,0,,0,1.63224,1.56733,0.11271,40487,245,
2015,Azul,153,C,MT,Linguagens e Códigos,,,0,,0,2.14515,0.98064,0.24115,22634,285,
2015,Azul,154,D,MT,Linguagens e Códigos,,,0,,0,1.89965,0.98896,0.17752,30498,285,
2015,Azul,154,E,MT,Linguagens e Códigos,,21,0,,0,3.4161,4.31587,0.12228,81781,245,
2015,Azul,155,A,MT,Linguagens e Códigos,,8,0,,0,1.42194,1.80813,0.2745,29167,245,
2015,Azul,155,B,MT,Linguagens e Códigos,,,0,,0,2.1906,1.79712,0.23359,23459,285,
2015,Azul,156,B,MT,Linguagens e Códigos,,,0,,0,2.34791,1.8607,0.2488,43447,285,
2015,Azul,156,D,MT,Linguagens e Códigos,,3,0,,0,0.87277,2.82511,0.21108,30755,245,
2015,Azul,157,C,MT,Linguagens e Códigos,,10,0,,0,2.52928,2.33098,0.19899,28904,245,
2015,Azul,157,E,MT,Linguagens e Códigos,,,0,,0,2.73298,2.06917,0.17023,23312,285,
2015,Azul,158,B,MT,Linguagens e Códigos,,23,0,,0,1.76806,1.06274,0.21458,54184,245,
2015,Azul,158,D,MT,Linguagens e Códigos,,,0,,0,1.97483,2.10417,0.09503,31464,285,
2015,Azul,159,D,MT,Linguagens e Códigos,,,0,,0,1.85241,2.23435,0.11141,12222,285,
2015,Azul,159,E,MT,Linguagens e Códigos,,3,0,,0,1.16472,3.02993,0.1036,29359,245,
2015,Azul,160,C,MT,Linguagens e Códigos,,,0,,0,2.98339,2.27397,0.12458,39997,285,
2015,Azul,160,D,MT,Linguagens e Códigos,,11,0,,0,2.84267,1.10396,0.19698,28143,245,
2015,Azul,161,A,MT,Linguagens e Códigos,,21,0,,0,3.46951,4.11405,0.1258,49204,245,
2015,Azul,161,B,MT,Linguagens e Códigos,,,0,,0,2.54366,2.69742,0.13884,8132,285,
2015,Azul,162,C,MT,Linguagens e Códigos,,,0,,0,0.99234,1.35651,0.23497,27477,285,
2015,Azul,162,E,MT,Linguagens e Códigos,,5,0,,0,1.74749,2.59319,0.14249,15876,245,
2015,Azul,163,A,MT,Linguagens e Códigos,,17,0,,0,1.66698,2.59975,0.20736,82330,245,
2015,Azul,163,E,MT,Linguagens e Códigos,,,0,,0,2.81798,1.59217,0.16218,44280,285,
2015,Azul,164,A,MT,Linguagens e Códigos,,2,0,,0,1.70587,3.19644,0.20825,60361,245,
2015,Azul,164,D,MT,Linguagens e Códigos,,,0,,0,1.42406,1.68855,0.17033,13972,285,
2015,Azul,165,B,MT,Linguagens e Códigos,,22,0,,0,2.14018,2.40051,0.21976,63152,245,
2015,Azul,165,E,MT,Linguagens e Códigos,,,0,,0,2.64297,1.6945,0.1317,25252,285,
2015,Azul,166,C,MT,Linguagens e Códigos,,,0,,0,2.23517,0.66254,0.18683,33393,285,
2015,Azul,166,D,MT,Linguagens e Códigos,,17,0,,0,1.2254,0.80613,0.17857,38013,245,
2015,Azul,167,E,MT,Linguagens e Códigos,,7,0,,0,1.03003,2.09956,0.1707,24019,245,
2015,Azul,167,E,MT,Linguagens e Códigos,,,0,,0,1.82628,0.84645,0.14984,24171,285,
2015,Azul,168,C,MT,Linguagens e Códigos,,,0,,0,2.53116,0.92017,0.16047,15252,285,
2015,Azul,168,D,MT,Linguagens e Códigos,,28,0,,0,3.41203,3.8793,0.05419,15890,245,
2015,Azul,169,B,MT,Linguagens e Códigos,,,0,,0,1425.0,2.02,196.0,7025,285,
2015,Azul,169,C,MT,Linguagens e Códigos,,25,0,,0,2.15388,2.04178,0.28781,28088,245,
2015,Azul,170,A,MT,Linguagens e Códigos,,,0,,0,3.53098,2.00964,0.1341,43427,285,
2015,Azul,170,B,MT,Linguagens e Códigos,,29,0,,0,1.65509,2.78727,0.08102,38852,245,
2015,Azul,171,D,MT,Linguagens e Códigos,,12,0,,0,1.18579,2.81649,0.17915,33076,245,
2015,Azul,171,D,MT,Linguagens e Códigos,,,0,,0,1.79631,1.78854,0.31483,27383,285,
2015,Azul,172,B,MT,Linguagens e Códigos,,,0,,0,3.30711,1.76929,0.20046,22887,285,
2015,Azul,172,E,MT,Linguagens e Códigos,,6,0,,0,2.02151,2.54329,0.23534,30365,245,
2015,Azul,173,C,MT,Linguagens e Códigos,,1,0,,0,1.76491,1.26471,0.11821,39817,245,
2015,Azul,173,C,MT,Linguagens e Códigos,,,0,,0,1.85996,-1.01603,0.19782,44048,285,
2015,Azul,174,B,MT,Linguagens e Códigos,,,0,,0,1.48991,3.33696,0.17159,32733,285,
2015,Azul,174,D,MT,Linguagens e Códigos,,23,0,,0,2.00377,3.51933,0.20374,38545,245,
2015,Azul,175,B,MT,Linguagens e Códigos,,19,0,,0,1.86527,2.44217,0.16755,61391,245,
2015,Azul,175,D,MT,Linguagens e Códigos,,,0,,0,1.57568,98.0,0.21883,43452,285,
2015,Azul,176,B,MT,Linguagens e Códigos,,15,0,,0,1.44654,-0.39957,0.20014,41659,245,
2015,Azul,176,E,MT,Linguagens e Códigos,,,0,,0,2.59169,2.75977,0.0964,31324,285,
2015,Azul,177,B,MT,Linguagens e Códigos,,16,0,,0,2.75038,1.06733,0.22876,31374,245,
2015,Azul,177,B,MT,Linguagens e Códigos,,,0,,0,2.09475,0.44474,0.18491,12753,285,
2015,Azul,178,A,MT,Linguagens e Códigos,,,0,,0,2.56042,1.01675,0.09796,44621,285,
2015,Azul,178,E,MT,Linguagens e Códigos,,10,0,,0,1.77201,1.70467,0.12269,60078,245,
2015,Azul,179,C,MT,Linguagens e Códigos,,,0,,0,1.10203,0.48448,0.17316,42676,285,
2015,Azul,179,E,MT,Linguagens e Códigos,,29,0,,0,0.78524,3.80554,0.1831,82955,245,
2015,Azul,180,D,MT,Linguagens e Códigos,,22,0,,0,0.79707,5.35024,0.16493,40302,245,
2015,Azul,180,E,MT,Linguagens e Códigos,,,0,,0,1.59553,0.66004,0.18671,38952,285,
2015,Branco,1,A,CH,Linguagens e Códigos,,,0,,0/1,2.49222,-0.05818,0.2057,20765,"255,262,273,287",
2015,Branco,1,B,CH,Linguagens e Códigos,,,0,,0,1.61671,1.63073,0.22094,38296,248,
2015,Branco,1,C,CH,Linguagens e Códigos,,10,0,,0/1,2.8032,0.30658,0.18845,38029,"233,251",
2015,Branco,1,D,CH,Linguagens e Códigos,,,0,,0,1.30403,0.3666,0.21187,38649,264,
2015,Branco,1,E,CH,Linguagens e Códigos,,,0,,0,1.50768,-0.97123,0.20262,31098,260,
2015,Branco,2,A,CH,Linguagens e Códigos,,1,0,,0/1,2.2504,1.23952,0.22323,18591,"233,251",
2015,Branco,2,B,CH,Linguagens e Códigos,,,0,,0,2.43926,0.43916,0.20033,23952,248,
2015,Branco,2,B,CH,Linguagens e Códigos,,,0,,0/1,3.41151,0.57673,0.19108,38491,"255,262,273,287",
2015,Branco,2,D,CH,Linguagens e Códigos,,,0,,0,1.17246,0.65825,0.18784,26582,264,
2015,Branco,2,D,CH,Linguagens e Códigos,,,0,,0,2.20567,0.68027,0.20512,10413,260,
2015,Branco,3,A,CH,Linguagens e Códigos,,,0,,0,3.04414,0.29816,0.19909,27930,260,
2015,Branco,3,B,CH,Linguagens e Códigos,,5,0,,0/1,1.8767,0.56914,0.39136,47183,"233,251",
2015,Branco,3,C,CH,Linguagens e Códigos,,,0,,0,0.94434,0.37485,0.22738,24220,264,
2015,Branco,3,C,CH,Linguagens e Códigos,,,0,,0/1,1.93621,0.68272,0.18356,28366,"255,262,273,287",
2015,Branco,3,D,CH,Linguagens e Códigos,,,0,,0,3.35048,0.84549,0.17939,37009,248,
2015,Branco,4,A,CH,Linguagens e Códigos,,,0,,0,2.49222,-0.05818,0.2057,20765,264,
2015,Branco,4,B,CH,Linguagens e Códigos,,,0,,0,1.61671,1.63073,0.22094,38296,260,
2015,Branco,4,D,CH,Linguagens e Códigos,,30,0,,0/1,1.46099,1.33455,0.21994,24491,"233,251",
2015,Branco,4,D,CH,Linguagens e Códigos,,,0,,0/1,1.30403,0.3666,0.21187,38649,"255,262,273,287",
2015,Branco,4,E,CH,Linguagens e Códigos,,,0,,0,1.50768,-0.97123,0.20262,31098,248,
2015,Branco,5,B,CH,Linguagens e Códigos,,,0,,0,2.43926,0.43916,0.20033,23952,260,
2015,Branco,5,B,CH,Linguagens e Códigos,,,0,,0,3.41151,0.57673,0.19108,38491,264,
2015,Branco,5,D,CH,Linguagens e Códigos,,11,0,,0/1,1.05725,0.36748,0.21849,28864,"233,251",
2015,Branco,5,D,CH,Linguagens e Códigos,,,0,,0/1,1.17246,0.65825,0.18784,26582,"255,262,273,287",
2015,Branco,5,D,CH,Linguagens e Códigos,,,0,,0,2.20567,0.68027,0.20512,10413,248,
2015,Branco,6,A,CH,Linguagens e Códigos,,,0,,0,3.04414,0.29816,0.19909,27930,248,
2015,Branco,6,C,CH,Linguagens e Códigos,,,0,,0/1,0.94434,0.37485,0.22738,24220,"255,262,273,287",
2015,Branco,6,C,CH,Linguagens e Códigos,,,0,,0,1.93621,0.68272,0.18356,28366,264,
2015,Branco,6,D,CH,Linguagens e Códigos,,,0,,0,3.35048,0.84549,0.17939,37009,260,
2015,Branco,6,E,CH,Linguagens e Códigos,,19,0,,0/1,2.7462,0.89411,0.13599,39034,"233,251",
2015,Branco,7,A,CH,Linguagens e Códigos,,,0,,0,1.55271,0.11942,0.19389,15904,248,
2015,Branco,7,B,CH,Linguagens e Códigos,,,0,,0,2213.0,1415.0,162.0,9704,264,
2015,Branco,7,D,CH,Linguagens e Códigos,,17,0,,0/1,2.89479,1.2222,0.1929,27103,"233,251",
2015,Branco,7,E,CH,Linguagens e Códigos,,,0,,0,1.20147,0.86974,0.21038,9547,260,
2015,Branco,7,E,CH,Linguagens e Códigos,,,0,,0/1,2179.0,1787.0,73.0,7402,"255,262,273,287",
2015,Branco,8,A,CH,Linguagens e Códigos,,21,0,,0/1,2.00333,1.01952,0.01741,84222,"233,251",
2015,Branco,8,B,CH,Linguagens e Códigos,,,0,,0,2.17772,1.61528,0.17107,19661,248,
2015,Branco,8,E,CH,Linguagens e Códigos,,,0,,0,2.42926,1.36834,0.24586,39921,260,
2015,Branco,8,E,CH,Linguagens e Códigos,,,0,,0,2.58308,2.47618,0.19443,37508,264,
2015,Branco,8,E,CH,Linguagens e Códigos,,,0,,0/1,2.6852,1.48248,0.16279,28648,"255,262,273,287",
2015,Branco,9,A,CH,Linguagens e Códigos,,,0,,0,1.55271,0.11942,0.19389,15904,260,
2015,Branco,9,A,CH,Linguagens e Códigos,,,0,,0,2.36019,0.23331,0.19047,31927,264,
2015,Branco,9,C,CH,Linguagens e Códigos,,,0,,0/1,1.51407,1.3896,0.21081,29532,"255,262,273,287",
2015,Branco,9,D,CH,Linguagens e Códigos,,16,0,,0/1,2.1302,2.53802,0.23304,28725,"233,251",
2015,Branco,9,E,CH,Linguagens e Códigos,,,0,,0,1.20147,0.86974,0.21038,9547,248,
2015,Branco,10,B,CH,Linguagens e Códigos,,,0,,0,2.17772,1.61528,0.17107,19661,260,
2015,Branco,10,C,CH,Linguagens e Códigos,,28,0,,0/1,1.72981,1.54535,0.15437,24822,"233,251",
2015,Branco,10,D,CH,Linguagens e Códigos,,,0,,0/1,1.37383,1.01427,0.17713,30360,"255,262,273,287",
2015,Branco,10,D,CH,Linguagens e Códigos,,,0,,0,3.53554,0.53199,0.19198,29514,264,
2015,Branco,10,E,CH,Linguagens e Códigos,,,0,,0,2.42926,1.36834,0.24586,39921,248,
2015,Branco,11,A,CH,Linguagens e Códigos,,,0,,0,1.55271,0.11942,0.19389,15904,264,
2015,Branco,11,B,CH,Linguagens e Códigos,,2,0,,0/1,1.48784,1.74819,0.25985,8635,"233,251",
2015,Branco,11,B,CH,Linguagens e Códigos,,,0,,0,2213.0,1415.0,162.0,9704,248,
2015,Branco,11,E,CH,Linguagens e Códigos,,,0,,0/1,1.51615,1.0152,0.22582,7537,"255,262,273,287",
2015,Branco,11,E,CH,Linguagens e Códigos,,,0,,0,1.79394,1.17944,0.17976,34993,260,
2015,Branco,12,B,CH,Linguagens e Códigos,,11,0,,0/1,1.41913,1.00435,0.21614,18011,"233,251",
2015,Branco,12,B,CH,Linguagens e Códigos,,,0,,0,2.17772,1.61528,0.17107,19661,264,
2015,Branco,12,D,CH,Linguagens e Códigos,,,0,,0,3.1044,0.3689,194.0,20410,260,
2015,Branco,12,E,CH,Linguagens e Códigos,,,0,,0/1,1.3249,1.22796,0.22558,25582,"255,262,273,287",
2015,Branco,12,E,CH,Linguagens e Códigos,,,0,,0,2.58308,2.47618,0.19443,37508,248,
2015,Branco,13,A,CH,Linguagens e Códigos,,,0,,0,2.36019,0.23331,0.19047,31927,248,
2015,Branco,13,C,CH,Linguagens e Códigos,,24,0,,0/1,3.9145,1.30384,0.18592,29644,"233,251",
2015,Branco,13,C,CH,Linguagens e Códigos,,,0,,0,5.08173,0.44019,0.17168,24827,260,
2015,Branco,13,D,CH,Linguagens e Códigos,,,0,,0/1,3.43718,0.65575,0.1696,30480,"255,262,273,287",
2015,Branco,13,E,CH,Linguagens e Códigos,,,0,,0,1.20147,0.86974,0.21038,9547,264,
2015,Branco,14,A,CH,Linguagens e Códigos,,,0,,0/1,2.93476,1.6521,0.11027,39287,"255,262,273,287",
2015,Branco,14,D,CH,Linguagens e Códigos,,,0,,0,1.73173,1.57142,0.17161,23109,260,
2015,Branco,14,D,CH,Linguagens e Códigos,,,0,,0,3.53554,0.53199,0.19198,29514,248,
2015,Branco,14,E,CH,Linguagens e Códigos,,20,0,,0/1,1.96986,0.66199,0.05233,14258,"233,251",
2015,Branco,14,E,CH,Linguagens e Códigos,,,0,,0,2.42926,1.36834,0.24586,39921,264,
2015,Branco,15,B,CH,Linguagens e Códigos,,26,0,,0/1,1.56624,1.75392,0.07902,77654,"233,251",
2015,Branco,15,B,CH,Linguagens e Códigos,,,0,,0,2213.0,1415.0,162.0,9704,260,
2015,Branco,15,C,CH,Linguagens e Códigos,,,0,,0/1,2.83093,1.90625,0.20001,18446,"255,262,273,287",
2015,Branco,15,C,CH,Linguagens e Códigos,,,0,,0,2.98378,1.42877,0.16907,24312,248,
2015,Branco,15,E,CH,Linguagens e Códigos,,,0,,0,1.79394,1.17944,0.17976,34993,264,
2015,Branco,16,C,CH,Linguagens e Códigos,,6,0,,0/1,2.41405,1.4133,0.13744,37753,"233,251",
2015,Branco,16,C,CH,Linguagens e Códigos,,,0,,0,1.02285,0.76582,0.22642,25383,248,
2015,Branco,16,D,CH,Linguagens e Códigos,,,0,,0,3.1044,0.3689,194.0,20410,264,
2015,Branco,16,D,CH,Linguagens e Códigos,,,0,,0/1,3.62267,1.65804,0.11669,37527,"255,262,273,287",
2015,Branco,16,E,CH,Linguagens e Códigos,,,0,,0,2.58308,2.47618,0.19443,37508,260,
2015,Branco,17,A,CH,Linguagens e Códigos,,,0,,0,2.36019,0.23331,0.19047,31927,260,
2015,Branco,17,B,CH,Linguagens e Códigos,,,0,,0,2.26979,0.47351,0.19982,26995,248,
2015,Branco,17,C,CH,Linguagens e Códigos,,,0,,0/1,1.50436,1.53261,0.2123,31988,"255,262,273,287",
2015,Branco,17,C,CH,Linguagens e Códigos,,,0,,0,5.08173,0.44019,0.17168,24827,264,
2015,Branco,17,E,CH,Linguagens e Códigos,,29,0,,0/1,0.88302,1.39311,0.03588,82517,"233,251",
2015,Branco,18,A,CH,Linguagens e Códigos,,17,0,,0/1,0.83638,1.77395,0.28903,25555,"233,251",
2015,Branco,18,C,CH,Linguagens e Códigos,,,0,,0,1.40999,0.87428,0.20289,18721,248,
2015,Branco,18,C,CH,Linguagens e Códigos,,,0,,0/1,3.07886,2.01252,0.15855,25251,"255,262,273,287",
2015,Branco,18,D,CH,Linguagens e Códigos,,,0,,0,1.73173,1.57142,0.17161,23109,264,
2015,Branco,18,D,CH,Linguagens e Códigos,,,0,,0,3.53554,0.53199,0.19198,29514,260,
2015,Branco,19,A,CH,Linguagens e Códigos,,,0,,0,2.08722,1.14525,191.0,17926,248,
2015,Branco,19,C,CH,Linguagens e Códigos,,3,0,,0/1,1.58173,1.4933,0.23507,40455,"233,251",
2015,Branco,19,C,CH,Linguagens e Códigos,,,0,,0,2.98378,1.42877,0.16907,24312,260,
2015,Branco,19,D,CH,Linguagens e Códigos,,,0,,0/1,2.67087,2.55169,0.20912,9954,"255,262,273,287",
2015,Branco,19,E,CH,Linguagens e Códigos,,,0,,0,2179.0,1787.0,73.0,7402,264,
2015,Branco,20,A,CH,Linguagens e Códigos,,,0,,0,1.87418,2.28638,0.14128,28077,248,
2015,Branco,20,B,CH,Linguagens e Códigos,,14,0,,0/1,2.60776,1.60742,0.06504,77413,"233,251",
2015,Branco,20,C,CH,Linguagens e Códigos,,,0,,0,1.02285,0.76582,0.22642,25383,260,
2015,Branco,20,C,CH,Linguagens e Códigos,,,0,,0/1,1.64523,1.4547,0.21986,37544,"255,262,273,287",
2015,Branco,20,E,CH,Linguagens e Códigos,,,0,,0,2.6852,1.48248,0.16279,28648,264,
2015,Branco,21,B,CH,Linguagens e Códigos,,,0,,0,2.26979,0.47351,0.19982,26995,260,
2015,Branco,21,C,CH,Linguagens e Códigos,,12,0,,0/1,4.2708,1.21258,0.41167,29687,"233,251",
2015,Branco,21,C,CH,Linguagens e Códigos,,,0,,0,1.51407,1.3896,0.21081,29532,264,
2015,Branco,21,C,CH,Linguagens e Códigos,,,0,,0/1,1.69463,2.33149,0.23653,18706,"255,262,273,287",
2015,Branco,21,E,CH,Linguagens e Códigos,,,0,,0,1.79394,1.17944,0.17976,34993,248,
2015,Branco,22,B,CH,Linguagens e Códigos,,22,0,,0/1,1.2352,1.24001,0.25203,22579,"233,251",
2015,Branco,22,B,CH,Linguagens e Códigos,,,0,,0/1,2213.0,1415.0,162.0,9704,"255,262,273,287",
2015,Branco,22,C,CH,Linguagens e Códigos,,,0,,0,1.40999,0.87428,0.20289,18721,260,
2015,Branco,22,D,CH,Linguagens e Códigos,,,0,,0,1.37383,1.01427,0.17713,30360,264,
2015,Branco,22,D,CH,Linguagens e Códigos,,,0,,0,3.1044,0.3689,194.0,20410,248,
2015,Branco,23,A,CH,Linguagens e Códigos,,,0,,0,2.08722,1.14525,191.0,17926,260,
2015,Branco,23,B,CH,Linguagens e Códigos,,8,0,,0/1,3.51578,0.89353,0.27377,24576,"233,251",
2015,Branco,23,C,CH,Linguagens e Códigos,,,0,,0,2.98378,1.42877,0.16907,24312,264,
2015,Branco,23,C,CH,Linguagens e Códigos,,,0,,0,5.08173,0.44019,0.17168,24827,248,
2015,Branco,23,E,CH,Linguagens e Códigos,,,0,,0/1,2.58308,2.47618,0.19443,37508,"255,262,273,287",
2015,Branco,24,A,CH,Linguagens e Códigos,,,0,,0,1.87418,2.28638,0.14128,28077,260,
2015,Branco,24,A,CH,Linguagens e Códigos,,,0,,0/1,2.36019,0.23331,0.19047,31927,"255,262,273,287",
2015,Branco,24,C,CH,Linguagens e Códigos,,,0,,0,1.02285,0.76582,0.22642,25383,264,
2015,Branco,24,D,CH,Linguagens e Códigos,,,0,,0,1.73173,1.57142,0.17161,23109,248,
2015,Branco,24,E,CH,Linguagens e Códigos,,14,0,,0/1,2.32054,2.67352,0.26115,17508,"233,251",
2015,Branco,25,A,CH,Linguagens e Códigos,,,0,,0,2.93476,1.6521,0.11027,39287,248,
2015,Branco,25,B,CH,Linguagens e Códigos,,,0,,0,2.26979,0.47351,0.19982,26995,264,
2015,Branco,25,C,CH,Linguagens e Códigos,,13,0,,0/1,3.09578,1.44856,0.07028,26443,"233,251",
2015,Branco,25,C,CH,Linguagens e Códigos,,,0,,0,3.07886,2.01252,0.15855,25251,260,
2015,Branco,25,D,CH,Linguagens e Códigos,,,0,,0/1,3.53554,0.53199,0.19198,29514,"255,262,273,287",
2015,Branco,26,A,CH,Linguagens e Códigos,,,0,,0/1,2.08722,1.14525,191.0,17926,"255,262,273,287",
2015,Branco,26,B,CH,Linguagens e Códigos,,10,0,,0/1,1.66136,0.83888,0.0888,22875,"233,251",
2015,Branco,26,C,CH,Linguagens e Códigos,,,0,,0,1.40999,0.87428,0.20289,18721,264,
2015,Branco,26,C,CH,Linguagens e Códigos,,,0,,0,2.83093,1.90625,0.20001,18446,248,
2015,Branco,26,D,CH,Linguagens e Códigos,,,0,,0,2.67087,2.55169,0.20912,9954,260,
2015,Branco,27,A,CH,Linguagens e Códigos,,12,0,,0/1,1.91052,1.45228,0.5,63586,"233,251",
2015,Branco,27,A,CH,Linguagens e Códigos,,,0,,0/1,1.87418,2.28638,0.14128,28077,"255,262,273,287",
2015,Branco,27,A,CH,Linguagens e Códigos,,,0,,0,2.08722,1.14525,191.0,17926,264,
2015,Branco,27,C,CH,Linguagens e Códigos,,,0,,0,1.64523,1.4547,0.21986,37544,260,
2015,Branco,27,D,CH,Linguagens e Códigos,,,0,,0,3.62267,1.65804,0.11669,37527,248,
2015,Branco,28,A,CH,Linguagens e Códigos,,,0,,0,1.87418,2.28638,0.14128,28077,264,
2015,Branco,28,C,CH,Linguagens e Códigos,,,0,,0,1.50436,1.53261,0.2123,31988,248,
2015,Branco,28,C,CH,Linguagens e Códigos,,,0,,0,1.69463,2.33149,0.23653,18706,260,
2015,Branco,28,D,CH,Linguagens e Códigos,,23,0,,0/1,4.76122,1.05194,0.16238,44229,"233,251",
2015,Branco,28,E,CH,Linguagens e Códigos,,,0,,0/1,1.20147,0.86974,0.21038,9547,"255,262,273,287",
2015,Branco,29,A,CH,Linguagens e Códigos,,,0,,0,2.93476,1.6521,0.11027,39287,260,
2015,Branco,29,B,CH,Linguagens e Códigos,,3,0,,0/1,2.66147,1.0009,0.15185,82935,"233,251",
2015,Branco,29,C,CH,Linguagens e Códigos,,,0,,0,3.07886,2.01252,0.15855,25251,"248,264",
2015,Branco,29,E,CH,Linguagens e Códigos,,,0,,0/1,2.42926,1.36834,0.24586,39921,"255,262,273,287",
