NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027
180007187371;2018;3;F;0;3;1;1;1;1;1;0;;;;;;;;2801009;Campo do Brito;28;SE;1;1;1;1;449;452;456;462;551.5;434.7;529.6;538.2;EEEDCDBAECDBCADEDCCEDABCCEAADEBACBEADECDCCADE;CDEABCCBEADDECBADCDBEAACCDEBAABDEDCCDBAAEBCDB;DEBAC99999EBEEDBAAEEABCBEABAECCBBBDCDEADADBCAEDEED;AABEDEDEDCEABAACABBCAEDCEADBCAC*DEABCCEDBCEAD;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;160;40;40;160;40;440;B;E;C;A;4;C;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;B;B;B;A;A
180007187372;2018;4;M;0;3;1;1;2;1;;0;;;;;;;;2211001;Teresina;22;PI;1;1;1;1;448;454;457;460;646.1;656.2;619.9;774.4;ACACECBADDABEAACACDCBDADBBCBBDDACABADABCAAABD;CEACAABBAAEEBDEDBCBDEBEDEEEBECAEDAECCDACABDAD;CBDDB99999ABADEBBEBDDAADABEADADCBCBCEBBBACBBABCDED;ADBECABBDAADDEAEBEDEBADCCBCADADDDCCDBBAAEBAED;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;160;140;160;120;120;700;E;F;D;D;3;H;A;B;C;B;A;B;A;B;A;B;A;A;D;B;A;D;B;C;B;A;D
180007187373;2018;12;F;1;3;1;1;12;1;;0;;;;;;;;2903201;Barreiras;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;E;A;D;5;D;A;C;D;B;A;B;A;B;A;A;A;A;B;A;B;C;A;A;B;A;B
180007187374;2018;2;M;0;3;1;2;0;2;1;0;2708501;São Luís do Quitunde;27;AL;2;1;1;2708501;São Luís do Quitunde;27;AL;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;B;3;B;A;B;C;A;A;B;A;A;A;B;A;A;A;A;A;D;A;A;B;B;A
180007187376;2018;4;M;0;3;1;4;0;1;;0;;;;;;;;1507607;São Miguel do Guamá;15;PA;1;1;1;1;447;451;455;459;517.7;482.2;517.3;570.6;ACEBEAAECEDCCDEEEDADCCCDDEDBEEEDCBCADEACEAACE;ADCBBBDEBDEABDAAACBDADBEDECDAEEDEBCAEABAADAEE;99999BCCDBADCEDEABADDCDDBABEEDEBEAABAEADDBEDDBAEEB;EBCBADEDCCBDBEDBACADBAABDBABCBAAACDEECACDDBAD;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;140;120;120;100;80;560;E;E;B;B;4;A;A;C;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A;D;A
180007187377;2018;6;M;0;3;1;1;3;1;1;0;;;;;;;;2803500;Lagarto;28;SE;1;1;1;1;450;454;457;461;495.2;663;512.3;408.3;CCBBBCCDEDBCDBDDEEBCACCEBABECEDCCECACBEEADCEB;CABCAEBACAECBEEDDEDBEBABEEECCECBEAECBCEBDCCCD;99999BBDEBACBEEBBBADEBEADCEACDBECABDBE.BDABECCABDA;EAEADEBEABBCDCCAD..DAB.AABBCCDEEADABBCCDDEEAA;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;160;200;180;200;180;920;C;E;C;B;5;C;A;C;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;A;A
180007187379;2018;3;M;0;2;1;2;0;2;1;0;2927408;Salvador;29;BA;2;1;1;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;D;A;B;4;B;A;B;A;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180007187380;2018;9;M;0;3;1;1;7;1;;0;;;;;;;;1300706;Boca do Acre;13;AM;1;1;1;1;449;452;456;462;429.1;467.5;479.9;470.7;BBBDAAAECBBACCCDBAACDABBCCABBDAACCBBC.AECBEBB;BADCDCEDCEBBB.AAEDEDCBEEDAEDEAAADEDEAACCADACE;99999BBCCCADAAEBBDBCCAADDACCCAEDDBBEEEABCABBDDAEAB;BCCDBBAAAADBEDCBBCCCDDCCABCDEEEBCABBDCDAACBBD;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;140;160;120;140;140;700;H;G;F;D;5;D;A;B;D;A;B;A;B;B;A;A;A;A;B;A;A;D;A;B;B;A;A
180007187381;2018;7;F;0;3;1;1;5;1;;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;449;453;458;462;660.3;681.6;656.9;627.7;EEBEDABBDDECDCBCDEBBDCBCACACDACAEBAABEBBDCACE;ECCABEAEDAEDCAAAEEACECBECACCEBEECAECEABBBEBCE;BCDAB99999EDACEEAAACABADBBECECBDBCEABDBDABCDACABEC;BDCDDCEBDBBCBDCCADCACBADCCBDDAABDAEDBBBDBBADC;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;160;200;160;140;100;760;E;E;C;C;3;H;A;B;C;A;A;B;B;B;A;B;A;B;B;B;B;D;B;C;B;A;A
180007187382;2018;9;F;0;1;1;2;0;2;3;0;4304408;Canela;43;RS;2;1;1;4304408;Canela;43;RS;0;1;1;0;;452;456;;;622.2;511.7;;;CEABACCEDABEEEEEBCEBBDAEDEECEECAABEDAEAABEABC;99999CADCCABABDCAAECDBCADAAAACCEBBAADCDBCDDADBDCCA;;1;;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;;1;120;40;40;120;40;360;D;D;C;B;4;C;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;B;B;A;B;B;A
180007187383;2018;6;F;0;3;1;1;1;1;1;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;448;453;458;460;418.7;579.7;570.9;578.8;CAEEAAEBBDABCACDDBCDBEDCECDACDAECCBEACACBACED;DDBDBAEEDBEDCDAEACCBABDCCCEDEADEDABDBBECBCBED;99999DBEBDEBDBDEEEEBCDAAABECAABDECBDBDADCCBDECECDB;ADDDCDBCABAEDBBBEECEEDCECEABDCACEBEDBBBAEBCBA;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;140;40;40;140;40;400;B;E;B;B;5;B;A;B;C;A;A;B;A;B;A;A;A;A;C;B;A;D;A;B;B;A;A
180007187384;2018;5;M;;1;1;1;1;1;1;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;447;452;456;459;506.9;495.8;495.2;442.4;ACDBAECBAEAECEDDBEBABAEDCAEBCDABBCABCABEEDBBD;BEBCDECAACDBCDAADBECABCDAB.CEEABCAEED.DBCCEAA;99999EDDEBABAEDEBAAADCDBAACABBBBBBEABECADCECDDBEAA;CAABDCEEABDDCBEDCBEACCBDDDEABEAEBCDABBDEECCDA;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;120;120;100;40;500;D;E;C;C;6;C;A;B;C;A;A;B;B;B;A;A;A;A;C;A;A;E;A;A;B;A;A
180007187385;2018;4;M;0;3;1;2;0;2;1;0;2611606;Recife;26;PE;2;1;1;2611606;Recife;26;PE;1;1;1;1;447;453;458;459;464.8;415.7;417.1;570.9;BBBBDDADEECEADABEEDBABCBCAEABADCCAABDBAAEBDCD;ABBACCAAAAABBBBAAAABBBBBCCCCAABBCCCDEEABCDEAD;99999BCDCBAABBDEEAABAABAADBBDDAACBACAACBACBAABCAAA;BBDBDBBBEDDBCCCCCDCAEDDADDEBAAAABBBCEBDBDAAAA;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;140;120;120;120;0;500;H;B;A;A;4;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B;B;A
180007187386;2018;4;F;0;2;1;1;1;1;1;0;;;;;;;;3302403;Macaé;33;RJ;1;1;1;1;450;452;456;461;402.2;516.4;509.4;401.9;BADEACDBECBECCCBDACDBCCEADBADCDADCAECBDBECBDA;CECCDABEAA*BCEBBDEBDDBABDCACEBCBDABDADABEDACB;99999EDBDAADEBDACAECBBDEABDBEACECBDADEDBCDCAEBCCCD;ACEBEBEDBDAECBCBDBCADBDBEACACBADBBDCACBCAECDA;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;80;120;120;80;100;500;C;C;C;B;4;G;A;C;C;A;A;B;A;A;A;A;A;A;A;A;A;E;A;B;B;A;A
180007187387;2018;5;F;0;0;1;1;2;1;1;0;;;;;;;;3107307;Bocaiúva;31;MG;1;1;1;1;447;453;458;459;563.5;650.1;594.8;652.2;CABBAACBCEEADDBBCDAAEBEDBADACEECCECBCAABED*DD;ECCABCDADAECEDDBCCCEAEBECCEDEEDECDDCAEBEEEBEE;BDDBB99999ADEAEAAABCDBAADBECEABDDBCDBADEAEDDECABAE;AEEBDDDABCCDAEDEAEBBCCDADBCDCEBAADAEBCCBEDBAB;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;160;160;160;160;120;760;B;B;A;A;4;C;A;C;C;A;A;B;A;B;A;B;B;A;C;B;A;E;A;A;B;A;A
180007187388;2018;5;F;0;3;1;3;0;1;;0;;;;;;;;3201308;Cariacica;32;ES;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;B;F;B;5;C;A;B;C;A;A;B;A;A;A;A;A;B;B;A;A;C;A;A;B;C;A
180007187389;2018;5;F;0;1;1;1;2;1;;0;;;;;;;;4314902;Porto Alegre;43;RS;1;1;1;1;449;454;457;462;508.8;654.6;616.4;602;CBADAABBCCEBBEAEDDEADEBEBDEBBBCCBEECCABCBEBAE;BBACAABBAAECBDEDAEDBECEEEEABDAAEDDECCABEAECCD;99999BBDECECADBBBDAADAECBBEDDACDECBCECBBADEBABCAAD;BCDBBCDCEAEBDCCCAABDCBEDEBECDBBDDADBAEEACCEBE;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;160;140;160;160;160;780;H;C;B;A;1;C;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B;A;A
180007187390;2018;6;F;0;3;1;1;1;1;1;0;;;;;;;;2105302;Imperatriz;21;MA;1;1;1;1;447;451;455;459;556.1;620.4;592.9;493.2;BCADCECBCECEDCBBACACCCEBDABBADECCCAEEBABBBCEA;ECDCDBDEEBCEDEEEDEEECACDABCDAAEAACBDABCABECAD;BBDEC99999DDCBDDDCBEACDDBBAEADACAECDBBBDACEABADCAC;AADBECBBEECBBCDBABBAABBAABBBBEADBABEBECCDEABB;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;140;120;120;120;100;600;E;D;B;B;3;B;A;B;C;A;B;B;A;B;B;A;A;A;B;A;B;D;A;A;B;A;A
180007187392;2018;3;F;0;3;1;1;1;1;1;0;;;;;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;C;A;A;2;B;A;B;D;B;A;B;A;A;A;B;A;A;B;A;A;D;A;B;B;A;A
180007187393;2018;11;M;0;3;1;1;4;1;1;0;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;448;454;457;460;580;560;474.8;424.4;ACACECEAADDADCECABDDCCBDAECCCBCAABBBBBCAABCBE;DEBCBBBBCCEAABCDADDDCEEBDCEBEDAADCBBAADBCBCBC;99999EBDCA*BADBACDBCDBACBBDDBACCACDAABEDACDDEDDBDE;CCBBBBBADBADCBCCBAEDCBCBDDECB*CAAAAECBACDDBCC;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;80;80;100;80;0;340;A;A;A;A;2;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B;A;A
180007187394;2018;3;M;0;3;1;2;0;2;1;0;2104099;Formosa da Serra Negra;21;MA;2;1;1;2104099;Formosa da Serra Negra;21;MA;1;1;1;1;447;452;456;459;532.3;543.6;527.1;622.5;BCBDABCDCEDDDCEEACBDEDDDDDBCAAEEAECAABBDBAABC;BDCCDEEEAEAADAEAEEECBEAEDCACCEAEADEAACADADCCE;BAEAC99999ECABADCAACAACDEBBEEECDBEACAEEADADABBCECC;BEAEEBBCEADDADDECCADEEBAAAEDCDECBAEEEBDCEDBBB;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;40;40;140;40;380;B;C;A;A;4;A;A;B;C;A;A;B;A;B;A;A;A;A;B;A;B;B;A;A;A;B;A
180007187395;2018;3;F;0;3;1;2;0;1;1;0;2601706;Belo Jardim;26;PE;1;1;1;2613008;São Bento do Una;26;PE;1;1;1;1;448;454;457;460;481.5;543;528.3;416.5;ACBEAEEDBABBCCEEABDDEBDCDCBCEADDCACDCBCACAAEA;BEDCAEBEEAABBADAECBAEEEDABABEAACEDBABABEDACAC;99999BBDCECCADCABBBDACBCACABDADEABDABCBBAEBBBACDDA;ECEBBDBCDEBEDEDABEBABCBDCBACDECEABCACDADECBAD;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;140;120;120;80;580;E;B;A;A;3;B;A;B;C;B;A;B;B;B;B;B;A;A;B;B;A;C;A;A;A;B;A
180007187396;2018;2;M;0;2;1;2;0;2;1;0;3509007;Caieiras;35;SP;2;1;1;3509007;Caieiras;35;SP;1;1;1;1;450;452;456;461;493.8;525.2;443.5;472.3;BEDCACCEEABCADDCBEADBACDBBDBCDDCBDBDBCDEADECB;CBECECDAABAACDBCEBCAEBAABEEDBCCAADDDABACBDBCC;BEBAC99999EAACBCCABBBCCDDEDBCDBAEBABCBBDAADCBBCEDB;CADEBCCAEBBAEDAEBCCCDECDEADACCACBAAACCBBADAEB;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;160;40;40;100;0;340;D;E;D;B;4;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;B;B;B;B;A
180007187397;2018;5;M;0;1;1;1;2;1;1;0;;;;;;;;2904308;Brejões;29;BA;1;1;1;1;449;453;458;462;460.3;469;428.8;485.9;EDADBEEBCACDDCBAEEADDCEEBACDAEDAEBCADAEABAECA;BABDCCEEADCCBCEACEDADCBEAEBADADBACEADB.CBE*BC;99999EDDACACAEBCDBBADADBADABBCECBDBDEDABADAEECBBDC;EDBACACCDAEAECBDADCAEEAEDEEADCDDDCCCEAACEADBC;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;120;120;100;120;0;460;D;C;C;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;E;A;B;B;A;A
180007187398;2018;4;F;0;3;1;1;1;1;;0;;;;;;;;2305233;Horizonte;23;CE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;B;C;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B;A;A
180007187399;2018;5;M;0;2;1;4;0;1;;0;;;;;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;C;B;B;4;C;A;C;C;A;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B;D;A
180007187401;2018;5;F;0;3;1;1;1;1;1;0;;;;;;;;4106902;Curitiba;41;PR;1;1;1;1;448;453;458;460;471.5;590.3;470.3;419.8;EABEADDCBCBBAEEBABCEBCDCDCDDBBCADCDEEBCEDBCDD;ECCADCEACABBCAAAADCECEBBEAABEEDABEECBABEDEBCB;99999EBCBADBEBBEEBCACBECACECBEBCCBBDDBEBCACDDAEDAD;BBDCBCDEAADBDBCCDABBECBEEBCEACDECBAEBDBDDB*CD;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;60;60;80;40;360;E;E;F;B;2;C;A;B;B;A;A;B;B;B;A;A;A;A;C;B;A;C;A;C;B;A;A
180007187402;2018;12;M;1;2;1;1;9;1;1;0;;;;;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;C;B;B;4;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;B;B;B;A;A;A
180007187403;2018;8;F;0;1;1;1;5;1;;0;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;449;454;457;462;532.3;586.3;423.6;445.4;CCBDBBBDDCDBDBDABDCADEBDBCCDDACCDBEABCBCBCBBC;CCECACBCEABDBBDCACEDBDAEBECBBCABDAECBABADACBD;99999BBACDECDACCDBADCBCDECEDBBACABCADBCDACBBDBCEAB;CDBBEDECBAEDBDBDABCCECBCDCEDCADCDDCCDDCCDDBCD;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;120;140;120;140;120;640;C;C;B;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;B;A;B;A;D
180007187405;2018;1;M;0;1;1;3;0;1;;1;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;448;454;457;460;671.6;716.9;681.2;761.5;BCACEADABDACBEECDBDCCEBDBCBEBDABCDDEBCBEDEECD;CEECAEEBADECEEEDBEBBEBEDCEABCEACEDECCDBDACACD;CBEDB99999ECADCCBECDEAAADBDADADDBCBCECBBCDADCBCCED;ADAECAEDDBADBEBEBBDEEDCBCACEADEDCBACECADCBEAD;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;160;140;160;120;700;F;F;E;B;4;N;B;E;D;B;A;B;B;B;A;B;A;B;D;A;B;E;B;D;B;C;D
180007187406;2018;1;F;0;1;1;2;0;1;1;0;;;;;;;;2409308;Patu;24;RN;1;1;1;1;448;452;456;460;399.4;510.4;518.4;494.7;EDBACDECAAABADABBCDDCDEDDAEABBBBEDABCDDDDAEBD;EBCADDDBBDDADCDACEECDDDEDACDECADDECEBAACEDDED;DABCC99999EBADDEEABADDCABABBCADBBACBDDADBCDDDDDDCB;DAA*DDACABACDAECDBABBCCDDBABDECCCDBAADABEDDBC;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;160;160;180;180;160;840;H;D;F;A;3;B;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B;B;A
180007187407;2018;11;F;0;1;1;1;9;1;1;0;;;;;;;;3515707;Ferraz de Vasconcelos;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;A;B;3;C;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B;A;A
180007187408;2018;11;M;;1;1;1;11;1;;0;;;;;;;;3541000;Praia Grande;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;D;C;C;4;C;A;B;B;A;A;B;B;A;A;B;A;B;B;A;A;C;B;B;B;A;A
180007187409;2018;7;F;0;1;1;1;4;1;;0;;;;;;;;3552205;Sorocaba;35;SP;1;1;1;1;450;451;455;461;466;616.5;650.5;571.6;DCECEECCBACAABCDCEDACCDEACBECDACDDEDBBECAABED;ABBDBEDAEBABBEEADCECACCABEBADAEECAAEADCCABCAB;BBDBC99999CECBABEBADABADDBBEADECADEDECBABCDEBAABDA;CEEAEEDDBABECBEABDAEECCCBCAECAAEEADADCACEADAE;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;120;120;100;100;60;500;E;F;D;B;3;D;A;C;D;A;A;B;B;B;A;B;A;A;B;A;B;D;B;C;B;A;A
180007187410;2018;4;F;0;2;1;1;2;1;1;0;;;;;;;;3515004;Embu das Artes;35;SP;1;1;1;1;450;454;457;461;637.1;675.7;625.8;660.1;EABCACAEEBECEADCBDDCCCDEBDECDABAAEECCACEABEBE;CEACAABBAAECBEEDAECBABEBEEEBEDEAAAEDCDBDECACB;CBBDB99999ACACEBBEBAEABAABEABADEBCBCECBBBBCDAACAED;CABBEEEEABDBCBDCBDAABBCBCCDDBCEABACBADBCACBCE;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;180;180;200;200;180;940;F;D;D;B;3;E;A;B;C;A;A;B;B;A;A;B;A;A;B;B;A;D;B;B;B;A;A
