NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027
180007186637;2018;3;M;0;1;1;1;1;1;;0;;;;;;;;2307601;Limoeiro do Norte;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;B;C;B;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;A;A
180007186638;2018;2;F;0;0;1;2;0;2;1;0;2927408;Salvador;29;BA;2;1;1;2927408;Salvador;29;BA;1;1;1;1;449;451;455;462;531.8;613.7;575;481.6;AAEEBDCCCBDDAEBABACDCEDC.B.ABBCAEBBDCAABCCBDE;ABCDBBDACCBADDEABCEBDCCDBCDECAAEDCBABCEABCCAC;ABDCC99999CECBDDEBAEBADDBDBDABECAACCBEBEDCBEDBCDCA;BCDECAABCAEDBDECABCD*DCBBCDECAEADCDDACBEDCBAE;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;140;160;140;120;120;680;E;D;C;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;C;A;A;D;A;A;A;B;A
180007186639;2018;4;F;;3;1;2;0;2;3;0;5300108;Brasília;53;DF;2;1;1;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;C;B;B;4;B;A;C;D;B;A;B;A;B;A;B;A;A;D;B;B;E;B;C;B;B;A
180007186642;2018;2;F;0;3;1;2;0;2;1;0;1500107;Abaetetuba;15;PA;2;1;1;1500107;Abaetetuba;15;PA;1;1;1;1;447;452;456;459;489.6;495.7;509.3;586.5;ABEBCADAEEEEBCBEBCDBABACBEDEACAABEABDDEBEDDAA;CEECAEDDAEAEBABABEACCAAEDEDDDBBACDABEABDE*CCD;99999EAEDBCBBBDACABDACBDBDDBDACDAEBAAEBCBDBAADAEAC;EECDEEAABEAECBCDADDECDAABDCDABBDEADEEBEADCDED;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;140;120;120;80;580;C;C;B;A;11;F;A;B;C;A;C;B;A;A;A;A;A;A;C;B;A;E;A;A;A;B;A
180007186643;2018;7;F;0;3;1;1;4;1;1;0;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;448;452;456;460;469.4;515.2;437;395.3;DECEBECBDEDBCAAAAEECEAECBDCDDDBECECDBDBEAACCE;BABCCCBCBDAAEDCCBDDCBBAAEEDCEDACBBECCEBCCDEDB;99999BDECBADCDDAACACBAEEBBDACABEBCAABABBCDBBCDADEC;CBDBBDDEDEDDCACCCCECABDCDEDBDECDDECCCBBABDEBB;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;100;80;60;80;20;340;B;B;C;F;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;D;B;B;B;A;A
180007186644;2018;4;F;1;1;1;1;2;1;1;0;;;;;;;;3524105;Ituverava;35;SP;1;1;1;1;449;453;458;462;504.5;597.4;569.5;518.6;CCAEAEAEDDDBCADDAEBCCBBEADACECCAAEBBDCABADACD;ECEABBEEDCEBBAAADCBECBDBCAADACEBAEDBDCBAAECCE;99999DDCDBECABBEBEABCCADABDAECDADBCACDEDACDCECABDC;ECDBACCDEAEBDDADCCBACEDCBEBABEECDABCEADAECBCD;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;140;120;120;120;80;580;B;C;F;F;2;F;A;B;C;B;A;B;A;B;A;B;A;A;B;A;B;C;A;B;B;A;A
180007186645;2018;3;F;0;4;1;2;0;2;1;0;2805604;Porto da Folha;28;SE;2;1;1;2805604;Porto da Folha;28;SE;1;1;1;1;448;454;457;460;500.5;436.7;473.9;493.7;ECBDDCBBBBBABBECCDBEBADBEECCBBCCDADBCCDEDECAE;CBAEAEEEDCBEDADCDBDBDAACBECADBEDEBCABBBEACEBD;99999BBDACACAEDEDABCDBECAEBDDBBDACCAAEBCBAEBCACDDE;ECEAADBBCDAADCCBDAEDEBEDDBEAEAECEADBBDECDEADB;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;100;120;120;120;120;580;A;C;A;A;5;B;A;B;D;A;A;B;A;A;A;A;A;A;B;B;A;D;A;A;B;B;A
180007186646;2018;12;F;1;1;1;1;12;1;1;0;;;;;;;;5201405;Aparecida de Goiânia;52;GO;1;1;1;1;448;451;455;460;497.2;615.3;566.1;444.9;EBACAECDEDEEBBEDADDECCBCDACEEDADAEEACAECAADDE;ADADDCADECBEBAEADCEBAEDADCDEDAEDCEACBDEBADCEC;99999CECDAADACDBDBADACEDEABECDAEBDEDBCAABAAEABABBB;BEDDDDCDDEAEDBAEDEEABCDDECCBBAECDBCDDDEEEDDBC;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;120;120;120;20;500;C;D;C;C;2;E;A;B;B;A;B;B;B;B;B;B;A;B;B;B;A;C;B;B;B;A;A
180007186647;2018;6;F;0;3;1;1;4;1;;0;;;;;;;;2105302;Imperatriz;21;MA;1;1;1;1;448;453;458;460;384.4;511.6;556;422.4;ADBEABEEDBDBDACACEEAABDCAAABEAABCCACBDCDBEDBE;EBDCBBDAAACDCAACAACABCAAACBBEAAEADDACDABDBBCD;99999BBDBDADDBAEEBABCBEDABACBABABBDCBADAAABAACABAD;BCCABDCABCAEBADDADCADCEEEDAEABDCECAEADBACBCBA;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;160;120;120;120;20;540;D;E;D;B;3;G;A;C;C;B;B;B;B;A;A;B;A;A;B;A;A;C;A;B;B;A;A
180007186648;2018;3;M;0;3;1;2;0;2;1;0;3304557;Rio de Janeiro;33;RJ;2;1;1;3304557;Rio de Janeiro;33;RJ;1;1;1;1;448;454;457;460;562.5;580.4;530.5;383.4;ECBAEECCDABCDECEADDDBBEDACECEAADAECECBBADEACD;EDBEACBBDBCEACCDAEEDBAAECBDBEEEBEDEACCCDAEDEB;99999EBBCBECBDBADEEAEBBDDED*DBDACCBEECBDACEDEEBDCB;ACEBDBCAEBDACEBBDAECBDBCAECDBAADBCEACEACBDACE;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;120;120;120;100;580;E;E;B;B;3;F;A;B;B;A;A;B;B;B;B;A;A;A;B;A;B;E;A;A;A;B;A
180007186649;2018;12;F;1;3;1;1;12;1;1;0;;;;;;;;2611101;Petrolina;26;PE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;E;A;A;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;A;A
180007186650;2018;4;F;0;3;1;1;1;1;;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;448;451;455;460;409.3;481.8;456.7;438;CADDEAAEADDACAABEACCDAADEEEBABADABCAAAAABAEEC;BCBACAAEBAEAAEEAABAACCCDBAAABDABDEEAEAAAACCDD;99999CBCBCBDCDDDABCDDACACABADCCBCBDAAABACCEBCAEADB;DAAACBACAEAADDEAAACEBAAAAEABBEADAEEADDAEABAAA;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;80;40;40;80;40;280;E;E;D;C;2;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;A;B;A;A;A;A
180007186651;2018;3;F;0;1;1;1;1;1;;0;;;;;;;;3548807;São Caetano do Sul;35;SP;0;1;1;0;;454;457;;;633.4;617.2;;;BAECDEBBAACDBAEDAAABBEECBEEBEECADCECBBDDAADCD;CBEDB99999ECADEDBECBEAEDCDCADDCDCADADCBBADBDAEBEED;;0;;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;;1;160;180;120;180;140;780;H;E;D;B;4;H;A;C;C;C;A;B;B;B;A;B;A;A;C;B;B;D;B;B;B;A;A
180007186652;2018;3;F;0;1;1;1;1;1;1;0;;;;;;;;2610202;Panelas;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;A;A;4;A;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;B;B;A;B;A;A
180007186653;2018;8;F;0;3;1;1;5;1;1;0;;;;;;;;2507507;João Pessoa;25;PB;1;1;1;1;450;452;456;461;428.3;591.9;478.8;393.3;DEEAACCCACEECCCEDCDDACEBBDDAECDECDBECBCADCBED;ACCBAEEADBABEBCBECEDEBAEBEEBEAECEBBDDEACDEEDC;99999DBBECABEADEECADBCCDBBDAACBCEBDECCABADBBBCACED;CAEDDCEDAEDEDBCEEEDABBCCDDCCACCBDCADBEDCADEED;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;140;40;40;120;40;380;E;E;B;B;4;C;A;B;D;A;A;B;A;A;A;B;A;B;B;A;A;E;A;B;B;A;A
180007186654;2018;10;F;0;2;1;4;0;1;;0;;;;;;;;2304400;Fortaleza;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;H;F;F;2;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B;D;A
180007186655;2018;5;F;0;3;1;1;1;1;;0;;;;;;;;3203205;Linhares;32;ES;1;1;1;1;448;453;458;460;506.2;634.5;488.7;489.3;DADAEEBBACDBBCEBABCEDEADBABCDDCBACCEAECADAACA;ECCABEBADAECCAAAEACECCADECCDABDABDEAAEBECEBCE;DEEEB99999AABAECBABCAEACDBADAEBCEBCABACEBABBBCECAA;AEBCABBEDCAEDCADBEDABBAADEBDACDAACDCDCCAABCBA;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;160;160;140;160;120;740;C;E;C;F;3;D;A;C;D;A;A;C;A;A;A;A;A;A;C;B;A;C;A;B;B;A;A
180007186656;2018;11;M;0;1;1;1;9;1;1;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;449;454;457;462;567.9;655.7;599.3;467.8;EEBAADBBCCEDDCDAADBADCBBBCADDBACDBACBEDAACBCE;AAEBABBADAEABEEDBEBABBEBAEEBEEAAECBCCDAABADCD;99999BBDCDBCBDEABABCEAECABEADDBECCBDDABBECBCABCEED;BDEBEEEABDEABEBCADBCECABBBEAEABDDCBCACAEBEBAD;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;120;120;120;120;40;520;C;C;C;B;5;I;A;C;C;B;A;B;A;A;A;A;A;A;C;B;B;D;B;C;B;A;A
180007186657;2018;9;F;;3;1;1;3;1;3;0;;;;;;;;3141108;Matozinhos;31;MG;1;1;1;1;447;451;455;459;388.9;420.2;432.6;395.8;DCCBAEDDBBCDADDCECDBCBCDCDBCDECDDBBAEABDADCBA;DBECBCBACBBCADCBEABCDBDEBDACDBABDABEECBDEAADC;BCDBB99999BECACABCCDEABDBEBCCAEDAEBBDAAADBDABBDBCE;DBBCCCCCDDDBBDDDBBDEECBCCBDCDCAECBBDCBABCAECD;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;100;40;40;100;40;320;B;C;D;B;3;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;A;A
180007186658;2018;4;M;0;2;1;1;1;1;1;0;;;;;;;;5213087;Minaçu;52;GO;1;1;1;1;450;451;455;461;428.5;507.4;467.1;690.3;DCBEACAEAACBCEDCCCDAAADBAADADBADBECECDEABBCDE;CECEBBAADABDDBADBEECAEDDABDBCADEEECAABCCBBCCE;BBCEC99999AAABAEADAEABEDCAAAEAACDEABCAABEECBCECABB;EEEDEECBCDCACDDCDABAEECBCDEDDAEBBAADDDBADDDBC;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;100;120;140;140;120;620;B;B;C;B;4;G;A;C;D;B;B;C;A;B;B;B;A;A;B;A;A;D;A;B;B;A;A
