NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075;Q076
140000000029;2014;11;F;0;3;1;1;2009;1;1;;;;;;;;;;;;2211001;TERESINA;22;PI;1;1;1;1;202;198;204;208;425.8;409.7;512.3;365.8;BBBDBDEEECBDCADADBBEAABDEEEBBCEEACEBBACAEACDA;CDBDADABBABABBAABBAAAABBBDEEEEDACDABDDDACAACB;DBCBEBEBABADDEDCEDBCBAAEEBEDDDCECBBBDBEDBACEC;EDABADEBEEDACCBBBEECAEACAACDCEBDACABDAECAEDDB;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;40;80;80;40;40;280;E;C;C;6;A;B;A;A;A;A;D;D;A;D;A;B;D;D;D;D;B;A;5;5;4;4;5;5;5;A;A;A;B;A;A;A;A;B;A;20;A;4;4;5;5;5;A;A;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000000030;2014;7;F;0;3;1;4;;;;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DO CEARÁ;23;CE;2304400;FORTALEZA;23;CE;1;1;1;1;202;198;206;210;452.5;521.7;465.4;437.6;BCDCACABEACAABBCCBCABCCACABDBEBBACDDDACBBBCDD;ABBBCDCBBBEDACABBBCACAEEBBCBDABDCCBCCCECACBCD;EA*EBCA.BCECBCDDDEDCDECEBBECCDCBDAADCEAADCCBC;BBCBDCBCAABC.BCDEBAE.CDEACADABCABBBABBCDADCEB;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;140;100;120;100;60;520;C;C;B;3;D;B;A;A;D;D;D;D;A;D;D;A;D;D;D;D;A;B;5;5;;5;2;5;1;G;;;G;E;A;A;A;B;B;18;E;0;5;5;5;5;A;B;B;B;B;B;B;B;;;;;;;;;;A;B;B;A;B;B;A;A;A;B;B;B;B
140000000031;2014;11;M;0;2;1;1;2004;1;1;;;;;;;;;;;;3300704;CABO FRIO;33;RJ;1;1;0;0;200;196;203;207;441.8;593.8;;;DDEBABBCBDCDACCEDBBCDEDECCDDDBCDDCCBDEBBEAECA;AEDDAACBEADBADBCACBCCEECAADDAEABEBBDCEA.DBCDC;.............................................;.............................................;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;;;6;0;0;0;0;0;0;G;E;H;4;B;B;A;A;D;A;D;A;A;D;D;A;A;D;D;D;A;A;3;4;;5;5;5;0;B;A;A;B;A;A;A;A;A;B;14;D;5;5;5;4;4;B;B;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000000032;2014;13;M;0;0;1;1;2004;1;4;;;;;;;;;;;;5300108;BRASILIA;53;DF;1;1;1;1;200;196;205;209;402.3;548;407.3;326.9;CDCBBCBCADBEBDCBADBBCCABADCBDECBDACBEAECABDDA;DBCBBDBDAAABDAECACBCBEEDBBDCBBCBDDBCCCDCDCDEC;ABCBBBEAADDCABDCBBCABDDBADBDDCEBCBBCDDBCACACA;BCDDBBCBADCABDCCDDCCADCBDCBCAABAAACBBDAEBADBE;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;120;120;120;100;100;560;B;B;C;2;C;B;A;A;D;A;D;A;A;D;D;D;D;D;D;D;A;A;5;5;;5;5;5;5;B;A;A;E;A;A;A;A;A;A;18;A;0;5;5;5;5;A;A;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000033;2014;5;F;0;1;1;4;;;;;;;;;;;1;INSTITUTO FEDERAL DO PARANÁ - CAMPUS CASCAVEL;41;PR;4104808;CASCAVEL;41;PR;1;1;1;1;202;198;204;208;435.3;601;534.5;376.9;CCDDDCECEABBDCECCAEADACBABADDABEACDBBECADECDA;AEBBAAEBEAEBDBBBDDDEDAEEBECDCADEEDBBCDBBDACCA;ADBEEBBDDBBCBEAABDBCBAAEEBBAECDBBAABDCBDDACAC;AAEBEDABCDACBDACDBECAAEDBACAEBBDBEABEBDBADEAA;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;80;120;80;80;80;440;E;C;C;6;D;B;A;D;A;D;D;A;A;D;A;B;D;D;D;D;A;B;3;5;;5;4;5;5;A;A;A;F;C;A;A;A;A;A;16;E;5;3;5;5;5;A;B;B;B;B;B;B;A;A;A;B;B;B;B;B;B;B;A;B;B;A;B;B;A;B;B;B;B;B;C
140000000034;2014;4;F;0;2;1;1;2013;1;1;;;;;;;;;;;;3543907;RIO CLARO;35;SP;1;1;0;0;202;198;203;207;541.3;595.2;;;EAADDDEAECADBCCBEBAEBEAADAEDACDDAABACADEEBCBD;ADBBEAACEAEBBDEEDBAEBBBEDECCCADECEAAEBDBBBACE;.............................................;.............................................;0;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;;;6;0;0;0;0;0;0;C;C;B;3;A;B;B;D;A;B;A;A;A;A;A;C;A;A;A;D;B;A;4;2;;5;5;5;4;B;A;A;B;A;A;A;A;A;A;16;C;2;0;5;5;1;A;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000000035;2014;6;F;0;3;1;1;2010;1;1;;;;;;;;;;;;5300108;BRASILIA;53;DF;1;1;1;1;200;196;204;208;471.6;568.6;572.1;602.6;DAEBDEDEDACEADEDBBDBCECEEDADBAAABEDACEABDBDAA;AADBBADBAACBDCEDBBBCAAECCEEEAAEBCECACDEBEADDE;DBEECBBADDBCACDBBECCBBBDDCCDEADEEABDDECDCDCAE;CECDDCBBBABBDDCBDCEBAACBDCEABCECAEEBBCEACBCDC;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;80;80;120;40;440;B;C;F;4;B;B;A;D;A;A;A;D;A;D;D;C;A;D;D;D;B;B;4;4;;0;3;5;0;B;A;B;B;A;A;A;B;B;A;18;B;4;0;5;5;3;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000036;2014;6;F;0;2;1;1;2010;1;1;;;;;;;;;;;;5300108;BRASILIA;53;DF;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;I;E;E;5;A;B;A;D;A;A;D;D;A;A;D;B;A;A;D;D;A;A;1;3;;5;0;5;0;B;A;A;C;A;A;A;A;A;B;15;D;5;0;5;5;5;B;A;A;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000000037;2014;2;M;0;2;1;2;;1;1;2603454;CAMARAGIBE;26;PE;2;1;1;;;;;2603454;CAMARAGIBE;26;PE;1;1;1;1;201;197;204;208;504.9;587.3;513;442.1;CDCABBCBADBADCBADDCBBADBDEEDBCCADBCDBDBDABECB;BDECCCAEABCAAEBADCEDABCEADBABDCADABDAEBADAEDC;AACBABEBBDBCBDADBCBABAEDBCCEADDBEACEDACACDCDC;CDCDEDBCCDBBEDBBECBDBDCEECAADBBCEABCEBDAEBCBA;1;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;120;100;120;0;460;C;C;C;3;A;B;A;D;A;A;D;D;A;D;A;A;A;D;D;D;A;C;5;5;;5;1;3;3;B;;;B;;;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000000038;2014;3;F;0;3;1;1;2013;2;1;;;;;;;;;;;;2105302;IMPERATRIZ;21;MA;1;1;1;1;200;196;203;207;566.5;578.7;550.7;400.9;DAEBDECAEECAADEDBEDCCEEBDDBAEDEEBDAABDADDEDED;ACECADEBAAEBBDAAABBCCEECEABEBAEDDACCDBAEAADEC;BEDBCBBDCDCDEBCEDDEEEEBADDCEEECAABBDEAADBEABC;CBDCBBBCCCDECDAECBADDCCDBDABCDECCDDBCCCDBADCD;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;120;120;140;120;620;D;D;J;4;A;A;D;D;D;A;B;A;B;A;A;C;A;D;A;D;C;C;5;5;;5;5;4;0;B;;;B;;;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000000039;2014;10;F;0;1;1;1;2006;1;1;;;;;;;;;;;;3545803;SANTA BARBARA D OESTE;35;SP;1;1;1;1;200;196;205;209;569;632.7;570.1;492.6;DAEACBEAAEDDCCEDECACDECEABBCEBEBBDDCBDAABBDBA;AECEAABBDAEBABEDACBCCAECBDBEBEBABBDDCCEABADEC;BDEAABDBCDADDDABBEBCDBDABDEBADDACAADEBCBEBAAA;EBBAECACECBCEBEABBEBBEDEECACDBBDBEDACEBABCEEA;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;160;200;180;180;160;880;B;B;G;4;D;B;A;D;A;B;B;A;A;D;A;C;A;A;A;D;A;A;5;0;;5;3;5;0;B;A;A;B;A;A;A;A;B;B;14;E;3;0;5;3;5;B;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000040;2014;5;F;0;1;1;1;2012;2;1;;;;;;;;;;;;2611606;RECIFE;26;PE;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;E;G;H;4;A;B;C;B;B;A;D;D;A;A;A;B;A;A;D;D;B;B;4;5;;5;4;0;2;B;A;C;B;A;C;B;A;B;B;19;A;2;4;5;5;4;A;B;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000041;2014;8;M;0;1;1;1;2009;2;1;;;;;;;;;;;;3106705;BETIM;31;MG;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;F;E;C;6;D;B;B;A;A;D;D;A;A;D;A;A;A;D;D;D;B;B;0;0;;0;0;5;0;B;A;B;B;A;B;B;B;B;A;17;E;5;5;2;4;5;B;B;A;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000042;2014;11;M;1;1;1;1;2005;1;1;;;;;;;;;;;;3534401;OSASCO;35;SP;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;C;B;C;5;E;B;B;A;A;A;A;A;A;D;A;C;A;A;A;D;A;B;4;4;;5;5;5;5;B;A;A;B;A;A;A;A;A;A;18;E;5;5;5;5;3;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000043;2014;13;M;1;3;1;1;2004;1;1;;;;;;;;;;;;2704302;MACEIO;27;AL;1;1;1;1;202;198;203;207;527.9;590.6;487.8;434.2;DADADEEACEBDEABECAEEAACBACDDEECACADBCAEBDACCA;AADBAACCCAEBEDCBEBDACEBECBCEAABECBBCACECBAACE;BEDBABCBEDDAEBBCADDBCCBAEBACEBADDBDBCAEDBEBBD;DCCECABAAACEDDBEBAEACBCDBBBBDCACDACABBCEEAEBD;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;80;60;60;80;20;300;B;B;D;4;A;B;B;A;A;A;A;D;A;D;D;A;A;A;D;D;A;A;5;1;;5;5;5;5;D;B;A;B;A;A;A;A;A;A;18;E;5;5;5;5;5;A;A;B;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000000044;2014;13;F;0;3;1;1;2004;1;2;;;;;;;;;;;;2913606;ILHEUS;29;BA;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;G;E;A;4;D;B;A;A;D;D;D;D;A;D;D;A;D;D;D;D;A;B;5;5;;5;0;5;0;A;A;D;B;A;D;A;B;B;B;18;B;5;5;5;5;0;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000045;2014;2;M;0;3;1;2;;1;1;2606002;GARANHUNS;26;PE;2;1;1;;;;;2606002;GARANHUNS;26;PE;1;1;1;1;201;197;203;207;484.7;554.3;518.7;405.2;BCCACBDCDDACCBBEDBAEBEBECDCCBCDBCEAECAECADCDB;ADBCBBBCCEEAABBADECECCCBBBBDBACEBDADAEBCDCEBC;EABDEBCECDCDCCECDDDABCBDACCEBDCEABBDBDBDBEDBD;DDCEBDBDBCBAEDCBDAEABDACBCADBEDEBBBEBEEDBADDC;0;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;80;100;100;80;480;B;C;B;4;A;B;D;D;D;D;D;D;D;D;D;D;D;D;D;A;D;B;5;3;;2;4;5;5;A;A;A;B;A;A;A;A;A;A;13;B;2;0;5;5;2;A;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000046;2014;5;M;0;3;1;1;2011;1;1;;;;;;;;;;;;3143302;MONTES CLAROS;31;MG;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;E;E;E;5;A;B;A;A;A;B;B;A;A;A;D;C;A;D;D;D;B;C;4;0;;5;3;3;3;B;;;B;;;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000000047;2014;8;M;0;2;1;1;2010;1;1;;;;;;;;;;;;1500800;ANANINDEUA;15;PA;1;1;1;1;200;196;206;210;490.3;643.5;583.7;602.4;EAEEDCCBDABEACEDEBAACBBBCDDABCAAACEDBABBBCCBE;ACDEAABAEAEBABCAADBCCEECCAEEABEBBCACCCEDEABEE;DABCDBBCDCBCECEEABDDCCAABDDBEBCBBABDEBBEDBBBB;ACCBCDCCDCDBEEAAABEADCBEEDDBBCAABCEABBCABEEEE;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;140;160;160;180;120;760;C;E;D;3;A;B;A;A;D;A;D;A;A;D;A;C;A;A;D;D;A;A;5;5;;5;4;5;5;C;A;A;C;B;A;A;A;B;A;20;D;5;1;5;5;5;A;B;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000000048;2014;5;M;0;1;1;1;2012;1;1;;;;;;;;;;;;3106200;BELO HORIZONTE;31;MG;1;1;1;1;199;195;204;208;464.5;594.8;520.4;610.9;EABBAACDBDDCAEDBACADABAEBAABEACCEEDEEABDDBDEC;ECAAEDADECAEBBDDACCAAABACEBEEACBEEEBDBEBCAAAB;ABCCADBDDEBCBBAABEBABBCEEBCEDDABBADADBEDDDCAE;CDCADCBABBBBCDAABCCBCEDDDBCBACBDBCEBBAEEBBADC;0;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;100;80;80;40;420;E;E;F;3;A;B;C;D;B;B;A;A;A;A;A;C;A;D;D;D;C;A;5;4;;5;2;5;1;C;A;A;B;A;A;A;A;B;B;17;E;5;3;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000049;2014;5;F;0;3;1;1;2011;1;1;;;;;;;;;;;;2607901;JABOATAO DOS GUARARAPES;26;PE;1;1;1;1;201;197;204;208;395;483.4;418.4;460.3;DECACDABACBCDBEDAECECDABCDECACACDCABBDECAACBA;ABDCEEBCCDDAABEACBBEAEEBEACBAAEEBEABCDADCBDEE;ACDBCAEBBDACDCADBECDBEEAADBCBDCAECBDBEADACECD;CEBCDBABDCBACADCADBEADBEADCADBCABBDDAAEDACDBA;1;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;100;80;100;80;80;440;E;E;C;2;A;B;A;A;A;D;D;D;A;D;A;A;D;D;D;A;A;C;5;5;;5;5;5;5;A;;;B;;;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000000050;2014;11;F;0;1;1;1;2005;1;1;;;;;;;;;;;;3303906;PETROPOLIS;33;RJ;1;1;1;1;200;196;204;208;586;577.7;562.7;528.5;EBEEDECAAEAABCCDBBCCDBEEACDDBDBCBBAACEACDEDBA;BECEAABBEDBBADADADBACEEBCEBDBDABDDCCDAAEDEDDC;DADCBBBBDBBCCCDAEEBCBADEEECADEDEBEBBDCCDCBCAD;CECCCEBAEDECEEBCADBCCCCCCCCCCCCCCCBAEBBBBACDC;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;160;160;160;160;120;760;B;C;F;4;D;B;A;A;A;C;D;A;A;D;A;C;A;D;A;D;A;B;1;1;;0;5;5;1;B;A;A;B;B;A;A;B;B;A;13;E;5;3;3;3;3;A;A;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000000051;2014;5;M;0;3;1;1;2012;2;1;;;;;;;;;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;202;198;205;209;463.8;555.7;532.4;404.3;EACABDAAECBEECEEBCBEAEBCEAEEACADDDBADAADADBCC;BABAAACADCEBAEDBBEAADECABECBAADAEACBCDEBBBCCE;ADCCABDBAEACEDDBBDDDECCADAEBACADCBDDECCBAEEAB;DCCAACABACBEBBCBEEABCCBDCECCACAADEDBADECACEAB;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;140;140;120;120;60;580;D;C;C;6;A;B;A;A;A;A;D;A;A;A;D;A;A;D;A;A;A;C;5;5;;5;4;5;0;D;;;B;;;A;A;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000000052;2014;13;M;0;3;1;1;2013;2;2;;;;;;;;;;;;5108402;VARZEA GRANDE;51;MT;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;A;B;5;B;B;B;B;D;C;A;A;A;D;A;B;A;D;D;D;B;A;0;5;;5;5;5;5;C;A;A;E;E;C;A;A;B;A;19;D;3;5;3;3;5;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000053;2014;12;F;0;0;2;1;2004;1;2;;;;;;;;;;;;5002704;CAMPO GRANDE;50;MS;1;1;1;1;202;198;206;210;504.3;603.3;524.6;561.2;CAABDDEDECCCEDAAACBCAEECDEEBBECAACCBACDDEBCCD;ADBBAAEDEACBACBABEDECAEEDDCCEEDECDBACCBCABCAB;CDBADBEECCBDBCECBDECCDAEADCDEBECEABCECACCDBCC;BDCECECCDCEAEDBBBBECBCDBDABDEBEDACCABBCBCDBAB;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;120;120;120;120;20;500;E;E;B;4;D;B;A;A;D;D;D;A;A;D;A;A;A;D;D;D;B;A;5;3;;5;5;5;5;C;A;A;C;C;A;A;A;B;A;16;E;3;5;4;4;5;B;A;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000000054;2014;5;F;0;3;1;1;2012;1;1;;;;;;;;;;;;3302403;MACAE;33;RJ;1;1;1;1;201;197;203;207;562;593.8;573;557.7;DDDAABCBDEEBAEDDEAADEBDEEBECCCEBCEADBCDCCEAAB;ADECECBCCACBAEBADAAEEAABBDAEBCDACCACAABADCBDB;CEAAABCBCDCECBCEBDDBBCBDDDCEDDCDABBCADEEBBABE;CBCACEBBECBECEABABDEBDBDCDDCCBABADCDABCBBCDBD;0;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;140;120;140;120;120;640;C;D;D;3;A;B;B;A;D;A;A;A;A;A;A;C;A;A;A;D;A;B;5;4;;5;0;3;4;B;A;B;B;A;A;A;A;B;A;18;B;4;5;5;5;5;B;A;A;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000055;2014;11;M;0;1;1;1;2004;1;1;;;;;;;;;;;;3550308;SAO PAULO;35;SP;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;B;C;F;1;D;B;A;D;D;A;D;A;D;D;D;A;D;D;D;D;A;A;2;1;;5;3;2;0;B;A;A;B;A;A;A;A;B;B;20;D;2;0;5;5;5;B;B;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000000056;2014;8;F;0;1;1;1;2009;1;1;;;;;;;;;;;;3548807;SAO CAETANO DO SUL;35;SP;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;E;E;F;4;A;B;A;A;A;A;A;A;A;D;A;C;A;A;D;D;B;A;0;0;;0;0;5;0;B;A;A;B;A;A;A;B;B;A;19;D;2;0;5;5;5;A;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000000057;2014;11;M;0;3;1;1;2010;2;4;;;;;;;;;;;;5300108;BRASILIA;53;DF;1;1;1;1;202;198;204;208;583.4;597.1;595.3;544.4;CEEEEEEDEEACEEECCCDEAEAAECDDBCADDECCDDDAEACCE;AACEEAADCACBDABACCDEADBEBECCCBDDCDCBDCDEABCCB;DECEADEACDCCDBAEBECCBCBABACBEBDEBABADBDDCDEBC;CCCCCEEACDCBDECBDCCBBEDBDABDDABAECDEACECEAAEC;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;100;120;140;80;560;C;E;C;3;C;B;A;A;D;B;D;A;A;D;A;B;A;A;D;D;A;B;3;3;;5;5;5;5;C;A;A;D;E;D;A;A;A;A;14;E;3;3;4;3;5;A;B;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
