NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050
160000301384;2016;8;M;0;3;1;1;7;1;;0;;;;;;;;0;;;;2507507;João Pessoa;25;PB;1;1;1;1;292;296;300;304;550;629.4;574;462.9;AEDCCECBBACBBBADBBBCAACDAEBABDCBAEACADEEBEACD;EEECADBDDCDCADABCCDDEDCAADEADAACEDABCBBEADCCB;99999ACDCBEABDBBBBAACAECDDBDBAABCEDBEAECBBACEEBEDE;CABCBCABDABDCBBEBADECAAABDDCABECBAADDBBAEBEBC;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;120;120;100;120;120;580;E;E;D;D;2;B;A;B;C;A;A;B;A;A;A;A;A;A;C;B;B;C;B;B;B;A;;;;;;;;0;5;5;5;5;2;5;;C;A;A;A;A;D;A;A;A
160000000001;2016;5;M;0;1;1;1;3;1;;0;;;;;;;;0;;;;4118501;Pato Branco;41;PR;1;1;1;1;294;298;301;305;576.6;669.8;610.1;423.6;ACBDDEACAECEABDBCABDEDDEBCBCACDACADCABECACDCA;EDEDDDACDBEDDACABECCDDCECBEEEEAAAADAAABBEBCAD;99999BCBCCAAACCABDCCABBCCEEABACCADBBCBDADACCCADADD;EEEBCDCCCBCEBDCCABAABBCBBBDEACCDBECBBDECABDCA;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD;CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD;1;120;120;120;120;80;560;H;H;F;F;5;D;A;B;D;B;A;B;B;B;A;B;A;A;B;B;A;C;B;B;B;A;;;;;;;;0;5;5;5;5;5;5;;A;A;A;A;A;D;A;A;C
160000000002;2016;6;M;0;3;1;1;1;1;;0;;;;;;;;0;;;;2927408;Salvador;29;BA;1;1;1;1;292;296;299;303;485.8;576.9;637.4;414.6;BAADDBAABDAADDECBEBAEAEBBADBBAADCDCBAEDECBBED;DEBCDDEDDDDDABDCECBDBDBAADECDCECDAEBAAEBDDADA;CEDEA99999DBBBBDABDADEADEADDCEECCAAAAABEACCABCABEB;BBAAEBDEBDCCBBBDCBBCACCEBDDBAABADBBCBBCDDDCCB;0;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;120;100;80;80;100;480;B;E;D;D;3;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;B;B;B;A;;;;;;;;5;5;3;5;3;5;5;;B;A;B;A;A;A;D;A;C
160000000003;2016;2;M;0;1;1;1;1;1;;0;;;;;;;;0;;;;1501402;Belém;15;PA;1;1;1;1;294;298;299;303;571.4;628.6;646.2;709.4;DDDDDBDCABCEABDBCDCBEDEABDACBDAACCACDBBBAADAA;BEDABEACEAEBDACABADDDDCECAEBEEBAAABECADDDCCDD;99999CCEEBDBBBCCEDDADEADAEEACEBECEAAABDEAECABCADDB;CADECACCDECBDCCBCDBDBEAEADDCCDABDAADCECDBAABE;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;120;120;120;140;120;620;E;E;E;D;5;B;A;B;B;A;A;B;B;B;A;A;A;A;B;B;A;B;A;A;B;A;;;;;;;;5;5;3;4;3;5;5;;D;A;A;A;A;E;A;A;A
160000000004;2016;13;F;2;1;1;1;10;1;;0;;;;;;;;0;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;A;A;A;20;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;;;;0;0;0;0;0;0;0;;A;A;A;A;A;A;A;A;A
160000000005;2016;5;M;0;3;1;1;2;1;;0;;;;;;;;0;;;;2304400;Fortaleza;23;CE;1;1;1;1;294;298;302;306;556.9;537.3;585.1;708.1;DABDAECBADEADCDBCAACACEBBDABDBDACCDAEDCDDCBCA;EDDDBEACECBCDBEBBCBACDCCEBBAAEEDACBDAADCDECAB;99999CACDBDEBBACABCCBCBABCDEEDACCAADACECABCEBBAAEC;CEEBDBCDDCCDCBBADEAEDCCDABDDABAECDEECECEDAABB;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;120;100;160;120;100;600;H;B;C;B;3;B;B;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B;C;D;B;3;0;3;5;5;5;5;0;0;0;5;5;5;D;A;A;A;A;B;A;A;A
160000000006;2016;14;M;1;3;1;1;10;1;;0;;;;;;;;0;;;;2304400;Fortaleza;23;CE;1;1;0;0;292;296;;;629.2;644.7;;;BEDBCAEABBBCDCADDEBEECDAABDEADBBBEDBEDDAEABCE;DEBABDEDCBBDACDDCCBDBEEADDEDDCDAECEECABADDCED;;;0;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;;;;;;;;;;G;G;D;D;4;B;A;B;B;A;A;B;B;B;A;A;A;B;B;B;A;B;B;B;B;A;;;;;;;;5;5;5;5;5;5;5;;D;A;A;A;A;E;A;A;A
160000000007;2016;4;F;0;1;1;1;1;1;;0;;;;;;;;0;;;;2304400;Fortaleza;23;CE;1;1;1;1;291;295;300;304;734.3;698.1;650.4;798.7;BCDBBCCDCCBADBDDABBEBDAEBDCCAEACDBEDBCACDEEEE;ECBDCBDCCBBDDBEEADEDCECCABBCDEECDADBBDACEDDBA;DABEA99999DADEBABCAACEEBDEBDCDBADCEEBDECDBCBDEBEBA;DCAACCEABEEDCBDDCEAECADBDBBAABBDABDEBBCDADAEE;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;200;180;200;200;200;980;F;G;D;E;4;J;D;D;E;B;A;C;B;B;A;B;A;A;E;B;B;E;B;D;B;A;;;;;;;;5;5;2;1;4;4;5;;C;A;A;A;A;D;A;A;A
160000427444;2016;11;F;0;1;1;1;9;1;;0;;;;;;;;0;;;;3506003;Bauru;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;F;D;F;3;F;D;C;D;C;A;B;B;B;A;B;A;B;B;B;B;B;B;B;B;A;;;;;;;;5;5;0;0;0;1;4;;C;A;A;A;A;D;A;A;A
160000427445;2016;8;F;1;3;1;1;5;1;;0;;;;;;;;0;;;;3550308;São Paulo;35;SP;1;1;1;1;292;296;300;304;392.4;474.6;469.9;422.5;DCCBDDACABEDABBCCDBDACCBBEABBCBAEDDDCADEEEEBA;ECADAEDCEDDCAACEEBBEAECEABAEDEEDCBABABBEADDCC;99999ADBBDAABBADBAAEAAADCDAAAEDAEEECECABDEACEDEEEC;AEBCBCBCCCDDD*BBBCCDBCBDBEECCDABDEAEDABDEBCBE;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;140;120;120;140;60;580;D;D;B;B;2;B;A;B;B;A;A;B;A;A;A;B;A;A;B;B;B;C;B;B;B;C;B;E;5;5;3;5;5;5;5;5;5;0;3;5;5;A;A;A;A;A;A;A;B;A
160000427446;2016;4;M;0;3;1;1;1;1;;0;;;;;;;;0;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;294;298;301;305;443.9;484.2;514.7;404.6;AACCCCBCEBDAABAECDCAEDCADEACEEAEADADDDACBDCDD;EBDADBACDABCCDCACEAADEBCCDDADCDADAEECADEABECD;99999ECDDAAACCDDBCEDACCECCEBBADEACBCDBAEBCDCCEACBA;AACBDECEBDDBCBADBACEADCEBDAEADDBEACADEEACCAAD;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD;CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD;1;80;80;80;80;80;400;B;B;F;F;2;C;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A;A;;;;;;;;5;5;4;5;5;5;5;;B;A;A;A;A;A;A;A;A
160000427447;2016;11;F;;3;1;4;0;1;;0;;;;;;;;1;SECRETARIA ESTADUAL - RN;24;RN;2408102;Natal;24;RN;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;E;B;B;3;C;A;B;C;A;B;B;B;B;A;B;A;A;B;B;A;C;A;B;B;C;F;D;2;5;1;3;5;5;5;5;5;5;5;5;5;A;A;A;A;D;A;A;B;B
160000427448;2016;11;M;0;1;1;1;10;1;;0;;;;;;;;0;;;;3205309;Vitória;32;ES;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;B;C;F;3;G;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;B;B;B;C;F;E;4;4;5;5;5;5;5;5;5;4;4;5;5;A;A;A;A;A;A;A;A;A
160000427449;2016;11;M;0;1;1;1;10;1;;0;;;;;;;;0;;;;2408102;Natal;24;RN;1;1;1;1;291;295;300;304;460.1;582.1;585;551.6;CDCAADCDDDBABCBAADACDBDABDDEADADDDDBADBCDCDEB;BCEBCBDBEEBDEDCECDBDDEACBBCBCEEEDBACBCBCBBDAA;DECEC99999AADEBBEDAADEBCDDBDCABDDCABDACBDBBDCABBDB;CBDCEEDCEAACCBAEABCDCBDADBBCBCCDEBABDEDABDCAC;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;120;120;100;100;40;480;H;G;B;E;3;M;A;D;E;C;A;B;A;B;A;B;A;A;D;B;B;D;B;C;B;C;G;C;3;0;5;5;0;5;5;0;0;0;5;5;5;C;A;A;A;A;D;A;A;A
160000427450;2016;2;F;0;3;1;3;0;1;;1;;;;;;;;0;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;C;B;B;2;C;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;B;A;B;B;B;B;B;4;0;3;4;5;5;5;0;1;0;0;4;;A;B;B;B;C;A;A;A;A
160000427451;2016;17;F;3;1;1;1;10;1;;0;;;;;;;;0;;;;2611606;Recife;26;PE;1;1;1;1;292;296;302;306;440.6;439.7;434.1;367.5;ABADCEBBDBABABCCBADABCADACCEEDDCDCBBDACABDADD;ADBEBCBBEDADECAABEACADBADDDEADECBBBBABEABBCCD;99999ADBEBABECACEBDDECEBCCCBCCAAACCBBDADBBAEDBBABC;DAADDEAAECACADBBCDADBBBADDAABCDCDCCDDBBABCDDD;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;80;80;80;80;20;340;C;B;B;B;4;D;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;D;B;B;B;A;;;;;;;;5;5;1;5;1;1;5;;A;A;A;A;A;A;A;A;A
160000427452;2016;1;F;0;3;1;3;0;1;;1;;;;;;;;0;;;;3205200;Vila Velha;32;ES;1;1;1;1;351;356;364;369;632.7;648.1;602.5;722.5;AEECADDCCAACEDDACDDCEBCCBDDEBBADCBADBCEBBEDAB;DDEEDDDAACBAABEDBDCAEDECBDECBADBBCCBCABDDAEEC;DDACC99999A*ACDCBAECCCDAAECCEAEBDAECEBDACBEEBDEBDC;B*ADBCDEDBDCBCACEDCBACCECECBBCCBCBDCBDCBACCDC;0;AADCACCECACDEDXCCDCCAACBCBDEBEBACCAEBDEBBEDAB;DEBEEDDEBBBBABADEDCBECABDDEEEAABBCCBCABDDAEEC;DDABCCBCDAACAEACDACCCCDAAECCECEBDAACEEDAEBECADBBDD;BCABBDDBDCDCCCACEDCBADEEEECAACEACEBCBDEBBBDDD;1;160;140;140;160;160;760;G;F;B;E;3;H;B;B;D;A;A;B;B;B;A;B;A;B;D;B;B;C;B;C;B;A;;;;;;;;5;5;3;3;3;4;5;;C;A;A;A;C;D;A;A;A
160000427453;2016;2;M;0;1;1;1;1;1;;0;;;;;;;;0;;;;5208004;Formosa;52;GO;1;1;2;2;291;295;;;871.3;859.1;;;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;;;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;;;;;;;;;;G;G;E;F;3;Q;A;C;C;C;A;B;B;B;A;B;A;A;E;A;A;D;B;C;B;A;;;;;;;;4;5;2;0;0;1;1;;C;A;A;A;A;D;B;B;A
160000427454;2016;5;F;0;1;1;1;4;1;;0;;;;;;;;0;;;;5002704;Campo Grande;50;MS;1;1;1;1;293;297;300;304;646.5;577.8;592.8;662.7;EAEECDCDCEBCBDDDECDDCBCBADBEDCABBAEDBCBCABBCA;DEEDDDABDCABBCEEEDEDDACBECCBBEBDDADBBBDEACACC;99999ECDBDCAABEBBBAAEBECCEDDCCAADDBEEAECCBEBCABBBA;CBACECAAEDBDCAADCECDEDEBACBBBBDDEEDACBBDADCEE;1;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;160;160;160;180;160;820;E;F;B;B;3;F;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;D;B;B;B;A;;;;;;;;5;5;1;5;0;5;5;;B;A;A;A;A;A;A;A;A
160000427455;2016;11;F;0;3;1;1;8;1;;0;;;;;;;;0;;;;2510808;Patos;25;PB;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;B;D;B;5;F;A;B;C;B;B;B;A;B;A;A;A;A;B;B;A;C;A;B;B;C;G;E;5;2;5;5;5;4;5;4;5;5;5;5;3;A;A;A;A;A;A;A;A;A
160000427456;2016;3;F;;1;1;1;1;1;;0;;;;;;;;0;;;;5201108;Anápolis;52;GO;1;1;1;1;293;297;302;306;610.3;626.9;594.2;509.9;ADAECDCBABBEBDDDAECDCAEDECDEDCADAADDCDBCBEBDD;DBEEBAAADADBEDABEEECDBAEEDDACEDDECEBDBDBCECEE;99999ADDEDEBEBACAECEDCCBBACCEBECEAAEDBBDAEDCCBEEBE;CBACDADBDEBEADCECCDDBBCBECDDADCEDEDCEBDCCBDAC;1;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;120;120;80;120;40;480;E;B;C;B;2;B;A;A;D;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B;B;D;C;5;0;5;5;5;5;5;1;5;5;2;5;;A;A;A;A;A;A;A;A;A
160000427457;2016;6;F;0;2;1;1;4;1;;0;;;;;;;;0;;;;3301702;Duque de Caxias;33;RJ;1;1;1;1;293;297;302;306;637.4;661.4;630.8;543;AEEEADDCCDBEAEDDAEDCACDDCADECCABBBDDCACEBABCE;DCEABAAADCBBECADACECDACCEDDBCEBEBADEAADEAEAEE;EDEAA99999DEDBCDABCCBCBEBAEECBDBDAABEECCABDBEBEAEE;CAEEDCDDCBCCDBCBCCDDBBADCBBBBBBEADCCCEECEACCE;0;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;140;160;140;120;160;720;C;G;C;D;6;H;A;C;D;B;A;B;A;B;A;B;A;B;D;B;B;D;B;B;B;A;;;;;;;;5;5;0;2;0;0;5;;C;A;A;A;A;E;A;A;A
160000427458;2016;3;M;0;3;1;3;0;1;;0;;;;;;;;1;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO CEARÁ;23;CE;2304400;Fortaleza;23;CE;1;1;1;1;292;296;301;305;564.1;630.2;602.3;730.6;BEDDDAAABADBCBAEDAEEEBCCECCEDEECDEEBA*DACABCB;EBEEBEEDCEDDACCBECBDBDBAADECDBABECBEDBBBAACED;ECADC99999DBAACDECBBAEBEABEBADEBAAEBEBEADADCCACEAD;CEBEBDCCAABCBDECEDCAECDBEEDCBCBDDECCCBABDCEAD;0;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD;CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD;1;160;160;160;160;160;800;D;D;B;F;5;C;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B;A;;;;;;;;5;5;4;4;4;1;5;;A;A;A;A;C;A;D;B;B
160000427459;2016;11;M;0;1;1;1;5;1;;0;;;;;;;;0;;;;2933307;Vitória da Conquista;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;E;B;D;3;B;A;B;C;A;A;A;A;A;A;B;A;A;B;A;A;C;B;A;B;B;A;D;2;2;2;2;2;4;4;4;4;5;4;4;;A;A;B;A;A;A;A;A;A
160000427460;2016;12;F;;1;1;1;10;1;;0;;;;;;;;0;;;;3536505;Paulínia;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;B;B;B;5;C;A;B;D;B;A;B;A;B;A;B;A;A;C;A;A;C;A;B;A;B;D;E;0;5;2;2;1;3;5;5;5;4;5;4;;A;A;A;C;A;A;B;C;C
160000427461;2016;5;F;0;2;2;1;2;1;;0;;;;;;;;0;;;;2611101;Petrolina;26;PE;1;1;1;1;294;298;300;304;517.3;529.9;450.1;529.7;EDBEDACBCABEDCEACCDEEAABBACDEBCECBACEDABDCACB;EACCBDDCAEECDBCDBACAACEEEBCDCABCBEBAEADCDECCD;99999EBECDAEEBDDBDACAADCDBECDACBCBEEBCADAEBCCAEDBD;BCACECECDABDDBACBAEEEDDBCABBEDDECAEBDCBEADCBA;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;140;120;120;120;40;540;E;D;B;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;C;A;B;B;A;;;;;;;;4;4;2;3;3;1;3;;A;A;A;A;A;A;A;A;B
160000427462;2016;9;M;0;3;1;2;0;2;1;0;2806800;São Domingos;28;SE;2;1;1;1;SECRETARIA ESTADUAL - SE;28;SE;2801009;Campo do Brito;28;SE;1;1;1;1;294;298;302;306;446.1;544.2;500.5;599.3;CDDEDAAACDDCDBCECABBADABBBAEBEECBAEAAADCEBCDD;BBDDDEABACECDAAEAECDBDEECADCACAAEADCDADADECAE;DACBA99999ABECCCDBCECDCCCDEDEEBDEBABAEDDABDABBBAEA;CAEDBBAADEEACBDACCDBDDDBCACCAEABECECAEEBAEABD;0;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;120;120;120;120;100;580;A;A;A;A;6;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;B;B;A;A;A;A;;;;;;;;5;5;0;5;2;5;5;;A;A;A;A;B;A;A;A;A
160000427463;2016;8;F;0;1;1;1;6;1;;0;;;;;;;;0;;;;5107040;Primavera do Leste;51;MT;1;1;1;1;294;298;299;303;521.7;605.2;566.3;449;EEECACDDBEECDCEABDADBEEEEDACBDEEBCDDBCABEDDEE;EBDCEDBCECEADBCABEEDCDCEEADCEEBCAABCAEEAEEADD;99999CCBBEBBCBCCEEDAABCDCEEDDEACECEAADBECDBDBEACAE;DBEDBBBEEDDCCCBDEDECDACEAADDDEDDACAEDEEDCDBBE;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;160;120;120;180;120;700;B;B;A;B;1;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;C;C;D;5;0;5;5;5;5;5;3;5;0;5;3;5;A;A;A;A;A;A;A;B;A
160000427464;2016;8;F;0;1;1;1;5;1;;0;;;;;;;;0;;;;3538709;Piracicaba;35;SP;1;1;1;1;293;297;302;306;478.2;578.7;585.4;443.6;EBAACADACECAACCACCDDACCDACCDAABABEADCABDADACB;DDEABDAABEEBECABCAEEDABBEDECCEDDBAECCADBCEAAC;EDECA99999EBECADEACCBAEBBADADDCADEAADDDCDBCBABBABD;CAADCBACCDDCCBDCEBCDAEDEACADCECBBDECDCCABCCED;0;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;120;80;100;100;80;480;D;C;C;B;4;E;A;B;C;B;A;B;A;B;A;B;A;A;B;B;B;D;B;B;A;C;D;D;2;0;5;5;5;5;5;5;5;0;0;2;0;A;A;A;A;A;A;A;B;B
160000427465;2016;12;F;1;3;1;1;10;1;;0;;;;;;;;0;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;F;G;D;D;2;M;A;B;C;B;B;B;A;B;A;B;A;A;A;A;A;C;A;C;B;C;F;D;1;5;3;4;4;5;5;0;3;0;5;5;5;A;A;A;A;A;A;A;A;A
160000427466;2016;5;F;0;1;1;1;3;1;;0;;;;;;;;0;;;;2208007;Picos;22;PI;1;1;1;1;292;296;301;305;418.6;536.1;564.7;488.3;DADEDDADAADDDCCBBADBBACCDCACADDEDDEDDACECDAAD;ECEDDBAAECBDACBDCABEBDBAEDEADAAAADDBDDDADDEEE;99999AEBBCAAAACDECEEEEDDAEEBAEEBAAADABCCEADDECCECD;DAABADCDDCEBDDEADECACDBBDADBECDAABCBACDDABDDB;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD;CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD;1;120;120;100;140;80;560;A;H;F;F;4;D;A;B;D;A;B;B;A;B;A;A;A;A;B;B;A;C;A;B;A;A;;;;;;;;4;3;3;5;4;4;4;;A;A;A;A;A;A;A;A;A
